學年度,階段,學號,宿舍,房號
101,第一志願, 0016101,九宿舍,203
101,第一志願, 0016249,九宿舍,203
101,第一志願,9717151,九宿舍,206
101,第一志願, 9825032,九宿舍,206
101,第一志願, 9825035,九宿舍,206
101,第一志願, 9825046,九宿舍,206
101,第一志願,9911006,九宿舍,210
101,第一志願, 9911052,九宿舍,210
101,第一志願, 9911062,九宿舍,210
101,第一志願, 9943004,九宿舍,210
101,第一志願,0016003,九宿舍,211
101,第一志願, 0016033,九宿舍,211
101,第一志願, 0016204,九宿舍,211
101,第一志願, 0016305,九宿舍,211
101,第一志願,0011204,九宿舍,213
101,第一志願, 0011215,九宿舍,213
101,第一志願, 0011284,九宿舍,213
101,第一志願, 0011294,九宿舍,213
101,第一志願,0012210,九宿舍,216
101,第一志願, 0012245,九宿舍,216
101,第一志願, 0012246,九宿舍,216
101,第一志願, 0012248,九宿舍,216
101,第一志願,0016022,九宿舍,218
101,第一志願, 0016089,九宿舍,218
101,第一志願, 0016094,九宿舍,218
101,第一志願, 0016318,九宿舍,218
101,第一志願,0010765,九宿舍,219
101,第一志願, 0010796,九宿舍,219
101,第一志願, 0010829,九宿舍,219
101,第一志願, 0010840,九宿舍,219
101,第一志願,0010137,九宿舍,223
101,第一志願, 0010155,九宿舍,223
101,第一志願, 0012127,九宿舍,223
101,第一志願, 0012135,九宿舍,223
101,第一志願,0017010,九宿舍,224
101,第一志願, 0017035,九宿舍,224
101,第一志願, 0017037,九宿舍,224
101,第一志願, 0017039,九宿舍,224
101,第一志願,0016054,九宿舍,228
101,第一志願, 0016060,九宿舍,228
101,第一志願, 0016077,九宿舍,228
101,第一志願, 0016095,九宿舍,228
101,第一志願,0010776,九宿舍,231
101,第一志願, 0010804,九宿舍,231
101,第一志願, 0010815,九宿舍,231
101,第一志願, 0010881,九宿舍,231
101,第一志願,0010132,九宿舍,301
101,第一志願, 0010144,九宿舍,301
101,第一志願, 0010172,九宿舍,301
101,第一志願, 0010177,九宿舍,301
101,第一志願,0016007,九宿舍,303
101,第一志願, 0016014,九宿舍,303
101,第一志願, 0016056,九宿舍,303
101,第一志願, 0016104,九宿舍,303
101,第一志願,0011201,九宿舍,305
101,第一志願, 0011236,九宿舍,305
101,第一志願, 0011271,九宿舍,305
101,第一志願, 0011291,九宿舍,305
101,第一志願,9822001,九宿舍,306
101,第一志願, 9832011,九宿舍,306
101,第一志願, 9832031,九宿舍,306
101,第一志願, 9832057,九宿舍,306
101,第一志願,0017004,九宿舍,307
101,第一志願, 0017013,九宿舍,307
101,第一志願, 0017021,九宿舍,307
101,第一志願, 0017048,九宿舍,307
101,第一志願,0011080,九宿舍,308
101,第一志願, 9823052,九宿舍,308
101,第一志願, 9823198,九宿舍,308
101,第一志願, 9933048,九宿舍,308
101,第一志願,9923023,九宿舍,311
101,第一志願, 9923039,九宿舍,311
101,第一志願, 9923175,九宿舍,311
101,第一志願, 9923180,九宿舍,311
101,第一志願,0016042,九宿舍,312
101,第一志願, 0016045,九宿舍,312
101,第一志願, 0016052,九宿舍,312
101,第一志願, 0016312,九宿舍,312
101,第一志願,9914107,九宿舍,319
101,第一志願, 9914111,九宿舍,319
101,第一志願, 9914112,九宿舍,319
101,第一志願, 9923192,九宿舍,319
101,第一志願,9831017,九宿舍,320
101,第一志願, 9831019,九宿舍,320
101,第一志願, 9831028,九宿舍,320
101,第一志願, 9831045,九宿舍,320
101,第一志願,0010727,九宿舍,321
101,第一志願, 0010800,九宿舍,321
101,第一志願, 0010842,九宿舍,321
101,第一志願, 0010846,九宿舍,321
101,第一志願,0010725,九宿舍,322
101,第一志願, 0010801,九宿舍,322
101,第一志願, 0010826,九宿舍,322
101,第一志願, 0010833,九宿舍,322
101,第一志願,9918004,九宿舍,326
101,第一志願, 9918006,九宿舍,326
101,第一志願, 9918016,九宿舍,326
101,第一志願, 9918051,九宿舍,326
101,第一志願,0016085,九宿舍,327
101,第一志願, 0016098,九宿舍,327
101,第一志願, 0016310,九宿舍,327
101,第一志願, 9917084,九宿舍,327
101,第一志願,0012522,九宿舍,328
101,第一志願, 0012526,九宿舍,328
101,第一志願, 0012541,九宿舍,328
101,第一志願, 0012547,九宿舍,328
101,第一志願,0017001,九宿舍,330
101,第一志願, 0017023,九宿舍,330
101,第一志願, 0017033,九宿舍,330
101,第一志願, 0017036,九宿舍,330
101,第一志願,0010120,九宿舍,331
101,第一志願, 0010158,九宿舍,331
101,第一志願, 0010181,九宿舍,331
101,第一志願, 0010189,九宿舍,331
101,第一志願,0016080,九宿舍,332
101,第一志願, 0016201,九宿舍,332
101,第一志願, 0016207,九宿舍,332
101,第一志願, 0016227,九宿舍,332
101,第一志願,0012510,九宿舍,333
101,第一志願, 0012527,九宿舍,333
101,第一志願, 0012542,九宿舍,333
101,第一志願, 0012543,九宿舍,333
101,第一志願,9924007,九宿舍,401
101,第一志願, 9924018,九宿舍,401
101,第一志願, 9924028,九宿舍,401
101,第一志願, 9924034,九宿舍,401
101,第一志願,0010780,九宿舍,402
101,第一志願, 0010812,九宿舍,402
101,第一志願, 0010824,九宿舍,402
101,第一志願, 0010880,九宿舍,402
101,第一志願,9911019,九宿舍,405
101,第一志願, 9911028,九宿舍,405
101,第一志願, 9911067,九宿舍,405
101,第一志願, 9911079,九宿舍,405
101,第一志願,0012205,九宿舍,406
101,第一志願, 0012212,九宿舍,406
101,第一志願, 0012221,九宿舍,406
101,第一志願, 0012227,九宿舍,406
101,第一志願,0017007,九宿舍,407
101,第一志願, 0017034,九宿舍,407
101,第一志願, 0017042,九宿舍,407
101,第一志願, 0017046,九宿舍,407
101,第一志願,0010502,九宿舍,408
101,第一志願, 0010503,九宿舍,408
101,第一志願, 0010513,九宿舍,408
101,第一志願, 0010534,九宿舍,408
101,第一志願,9911093,九宿舍,409
101,第一志願, 9921110,九宿舍,409
101,第一志願, 9923193,九宿舍,409
101,第一志願, 9924039,九宿舍,409
101,第一志願,0011207,九宿舍,412
101,第一志願, 0011211,九宿舍,412
101,第一志願, 0011228,九宿舍,412
101,第一志願, 0011230,九宿舍,412
101,第一志願,0012501,九宿舍,413
101,第一志願, 0012509,九宿舍,413
101,第一志願, 0012538,九宿舍,413
101,第一志願, 0012546,九宿舍,413
101,第一志願,0016025,九宿舍,416
101,第一志願, 0016212,九宿舍,416
101,第一志願, 0016237,九宿舍,416
101,第一志願, 0016313,九宿舍,416
101,第一志願,0011206,九宿舍,417
101,第一志願, 0011263,九宿舍,417
101,第一志願, 0011267,九宿舍,417
101,第一志願, 0011279,九宿舍,417
101,第一志願,0011216,九宿舍,418
101,第一志願, 0011226,九宿舍,418
101,第一志願, 0011240,九宿舍,418
101,第一志願, 0011281,九宿舍,418
101,第一志願,0010741,九宿舍,421
101,第一志願, 0010748,九宿舍,421
101,第一志願, 0010786,九宿舍,421
101,第一志願, 0010879,九宿舍,421
101,第一志願,0010740,九宿舍,424
101,第一志願, 9825023,九宿舍,424
101,第一志願, 9825033,九宿舍,424
101,第一志願, 9825053,九宿舍,424
101,第一志願,0012215,九宿舍,425
101,第一志願, 0012239,九宿舍,425
101,第一志願, 0012247,九宿舍,425
101,第一志願, 0012249,九宿舍,425
101,第一志願,0012514,九宿舍,427
101,第一志願, 0012540,九宿舍,427
101,第一志願, 0012551,九宿舍,427
101,第一志願, 0012555,九宿舍,427
101,第一志願,0011202,九宿舍,428
101,第一志願, 0011209,九宿舍,428
101,第一志願, 0011233,九宿舍,428
101,第一志願, 0011264,九宿舍,428
101,第一志願,9911059,九宿舍,430
101,第一志願, 9911063,九宿舍,430
101,第一志願, 9911064,九宿舍,430
101,第一志願, 9911076,九宿舍,430
101,第一志願,0012201,九宿舍,432
101,第一志願, 0012219,九宿舍,432
101,第一志願, 0012252,九宿舍,432
101,第一志願, 0012259,九宿舍,432
101,第一志願,0012209,九宿舍,433
101,第一志願, 0012241,九宿舍,433
101,第一志願, 0012253,九宿舍,433
101,第一志願, 0012255,九宿舍,433
101,第一志願,0013301,十三宿,101
101,第一志願, 0013309,十三宿,101
101,第一志願, 0013346,十三宿,101
101,第一志願, 0013350,十三宿,101
101,第一志願,0016001,十三宿,102
101,第一志願, 0016005,十三宿,102
101,第一志願, 0016024,十三宿,102
101,第一志願, 0016240,十三宿,102
101,第一志願,9811041,十三宿,103
101,第一志願, 9811070,十三宿,103
101,第一志願, 9811078,十三宿,103
101,第一志願, 9821029,十三宿,103
101,第一志願,0011012,十三宿,105
101,第一志願, 0012539,十三宿,105
101,第一志願, 0013141,十三宿,105
101,第一志願, 0013238,十三宿,105
101,第一志願,0010730,十三宿,106
101,第一志願, 0010753,十三宿,106
101,第一志願, 0010818,十三宿,106
101,第一志願, 0010855,十三宿,106
101,第一志願,0011010,十三宿,111
101,第一志願, 0011079,十三宿,111
101,第一志願, 0011087,十三宿,111
101,第一志願, 0011088,十三宿,111
101,第一志願,0010756,十三宿,201
101,第一志願, 0011507,十三宿,201
101,第一志願, 0011541,十三宿,201
101,第一志願, 0011545,十三宿,201
101,第一志願,0010728,十三宿,202
101,第一志願, 0010790,十三宿,202
101,第一志願, 0010791,十三宿,202
101,第一志願, 0010851,十三宿,202
101,第一志願,0012011,十三宿,204
101,第一志願, 0012017,十三宿,204
101,第一志願, 0012018,十三宿,204
101,第一志願, 0012124,十三宿,204
101,第一志願,9917169,十三宿,205
101,第一志願, 9928053,十三宿,205
101,第一志願, 9933060,十三宿,205
101,第一志願, 9933062,十三宿,205
101,第一志願,0016012,十三宿,207
101,第一志願, 0016030,十三宿,207
101,第一志願, 0016049,十三宿,207
101,第一志願, 0016329,十三宿,207
101,第一志願,0010754,十三宿,212
101,第一志願, 0010755,十三宿,212
101,第一志願, 0010758,十三宿,212
101,第一志願, 0010760,十三宿,212
101,第一志願,9917003,十三宿,213
101,第一志願, 9917062,十三宿,213
101,第一志願, 9917132,十三宿,213
101,第一志願, 9917150,十三宿,213
101,第一志願,0010705,十三宿,214
101,第一志願, 0010724,十三宿,214
101,第一志願, 0010743,十三宿,214
101,第一志願, 0010779,十三宿,214
101,第一志願,0010117,十三宿,217
101,第一志願, 0010150,十三宿,217
101,第一志願, 0010151,十三宿,217
101,第一志願, 0010168,十三宿,217
101,第一志願,0013206,十三宿,218
101,第一志願, 0013220,十三宿,218
101,第一志願, 0013224,十三宿,218
101,第一志願, 0013250,十三宿,218
101,第一志願,0016002,十三宿,219
101,第一志願, 0016020,十三宿,219
101,第一志願, 0016082,十三宿,219
101,第一志願, 0016083,十三宿,219
101,第一志願,0013325,十三宿,220
101,第一志願, 0013336,十三宿,220
101,第一志願, 0013339,十三宿,220
101,第一志願, 0013354,十三宿,220
101,第一志願,9943041,十三宿,223
101,第一志願, 9953008,十三宿,223
101,第一志願, 9953039,十三宿,223
101,第一志願, 9953045,十三宿,223
101,第一志願,0013233,十三宿,225
101,第一志願, 0013240,十三宿,225
101,第一志願, 0013243,十三宿,225
101,第一志願, 0013249,十三宿,225
101,第一志願,0011007,十三宿,302
101,第一志願, 0011064,十三宿,302
101,第一志願, 0011068,十三宿,302
101,第一志願, 0011072,十三宿,302
101,第一志願,9814032,十三宿,304
101,第一志願, 9814038,十三宿,304
101,第一志願, 9814102,十三宿,304
101,第一志願, 9914037,十三宿,304
101,第一志願,0010709,十三宿,307
101,第一志願, 0010785,十三宿,307
101,第一志願, 0010789,十三宿,307
101,第一志願, 0010802,十三宿,307
101,第一志願,9817032,十三宿,308
101,第一志願, 9817041,十三宿,308
101,第一志願, 9817129,十三宿,308
101,第一志願, 9817264,十三宿,308
101,第一志願,0010104,十三宿,310
101,第一志願, 0010129,十三宿,310
101,第一志願, 0010140,十三宿,310
101,第一志願, 0010170,十三宿,310
101,第一志願,9923115,十三宿,311
101,第一志願, 9923130,十三宿,311
101,第一志願, 9925043,十三宿,311
101,第一志願, 9925052,十三宿,311
101,第一志願,0010169,十三宿,316
101,第一志願, 0010713,十三宿,316
101,第一志願, 0016028,十三宿,316
101,第一志願, 0016034,十三宿,316
101,第一志願,0011026,十三宿,318
101,第一志願, 0011033,十三宿,318
101,第一志願, 0011039,十三宿,318
101,第一志願, 0011062,十三宿,318
101,第一志願,0016048,十三宿,320
101,第一志願, 0016096,十三宿,320
101,第一志願, 0016222,十三宿,320
101,第一志願, 0016230,十三宿,320
101,第一志願,9917050,十三宿,322
101,第一志願, 9917061,十三宿,322
101,第一志願, 9917077,十三宿,322
101,第一志願, 9917085,十三宿,322
101,第一志願,0012022,十三宿,326
101,第一志願, 0012115,十三宿,326
101,第一志願, 0012125,十三宿,326
101,第一志願, 9921004,十三宿,326
101,第一志願,0010745,十三宿,401
101,第一志願, 0010792,十三宿,401
101,第一志願, 0010825,十三宿,401
101,第一志願, 0010834,十三宿,401
101,第一志願,0011517,十三宿,402
101,第一志願, 0011518,十三宿,402
101,第一志願, 0011548,十三宿,402
101,第一志願, 0011550,十三宿,402
101,第一志願,0017015,十三宿,404
101,第一志願, 0017017,十三宿,404
101,第一志願, 0017024,十三宿,404
101,第一志願, 0017038,十三宿,404
101,第一志願,9823045,十三宿,405
101,第一志願, 9823101,十三宿,405
101,第一志願, 9823125,十三宿,405
101,第一志願, 9823165,十三宿,405
101,第一志願,0010712,十三宿,408
101,第一志願, 0010766,十三宿,408
101,第一志願, 0010860,十三宿,408
101,第一志願, 0010864,十三宿,408
101,第一志願,0013202,十三宿,409
101,第一志願, 0013208,十三宿,409
101,第一志願, 0013235,十三宿,409
101,第一志願, 0013244,十三宿,409
101,第一志願,9917146,十三宿,411
101,第一志願, 9917241,十三宿,411
101,第一志願, 9917242,十三宿,411
101,第一志願, 9917270,十三宿,411
101,第一志願,9814003,十三宿,412
101,第一志願, 9814055,十三宿,412
101,第一志願, 9831003,十三宿,412
101,第一志願, 9932037,十三宿,412
101,第一志願,0010123,十三宿,414
101,第一志願, 0010159,十三宿,414
101,第一志願, 0010162,十三宿,414
101,第一志願, 0010163,十三宿,414
101,第一志願,0010717,十三宿,416
101,第一志願, 0010781,十三宿,416
101,第一志願, 0010817,十三宿,416
101,第一志願, 0010861,十三宿,416
101,第一志願,0010733,十三宿,417
101,第一志願, 0010751,十三宿,417
101,第一志願, 0010797,十三宿,417
101,第一志願, 0010821,十三宿,417
101,第一志願,0016016,十三宿,418
101,第一志願, 0016026,十三宿,418
101,第一志願, 0016039,十三宿,418
101,第一志願, 0016217,十三宿,418
101,第一志願,9833017,十三宿,419
101,第一志願, 9833020,十三宿,419
101,第一志願, 9833049,十三宿,419
101,第一志願, 9833058,十三宿,419
101,第一志願,0016019,十三宿,420
101,第一志願, 0016058,十三宿,420
101,第一志願, 0016065,十三宿,420
101,第一志願, 0016067,十三宿,420
101,第一志願,0012006,十三宿,421
101,第一志願, 0012021,十三宿,421
101,第一志願, 0012030,十三宿,421
101,第一志願, 0012123,十三宿,421
101,第一志願,9811019,十三宿,422
101,第一志願, 9811038,十三宿,422
101,第一志願, 9811062,十三宿,422
101,第一志願, 9953043,十三宿,422
