學年度,階段,學號,宿舍,房號,是否確認
98,保留原寢,9323538,四宿舍,119,
98,保留原寢,9219803,四宿舍,120,
98,保留原寢,9519802,四宿舍,120,
98,保留原寢,9718832,四宿舍,203,
98,保留原寢,9529512,四宿舍,203,
98,保留原寢,9513825,四宿舍,204,
98,保留原寢,9528803,四宿舍,204,
98,保留原寢,9351802,四宿舍,205,
98,保留原寢,9727805,四宿舍,205,
98,保留原寢,9316802,四宿舍,206,
98,保留原寢,9214815,四宿舍,206,
98,保留原寢,9711812,四宿舍,207,
98,保留原寢,9752801,四宿舍,208,
98,保留原寢,9528805,四宿舍,209,
98,保留原寢,9416815,四宿舍,209,
98,保留原寢,9751805,四宿舍,210,
98,保留原寢,9451803,四宿舍,210,
98,保留原寢,9528802,四宿舍,211,
98,保留原寢,9551802,四宿舍,211,
98,保留原寢,9217818,四宿舍,212,
98,保留原寢,9411808,四宿舍,212,
98,保留原寢,9651805,四宿舍,213,
98,保留原寢,9655828,四宿舍,213,
98,保留原寢,9525501,四宿舍,215,
98,保留原寢,9724820,四宿舍,215,
98,保留原寢,9318820,四宿舍,216,
98,保留原寢,9512530,四宿舍,216,
98,保留原寢,9628803,四宿舍,217,
98,保留原寢,9622807,四宿舍,219,
98,保留原寢,9333813,四宿舍,220,
98,保留原寢,9333803,四宿舍,220,
98,保留原寢,9619802,四宿舍,221,
98,保留原寢,9314801,四宿舍,222,
98,保留原寢,9419803,四宿舍,224,
98,保留原寢,9627805,四宿舍,224,
98,保留原寢,9711808,四宿舍,301,
98,保留原寢,9711845,四宿舍,301,
98,保留原寢,9413802,四宿舍,302,
98,保留原寢,9413803,四宿舍,302,
98,保留原寢,9218824,四宿舍,303,
98,保留原寢,9718811,四宿舍,303,
98,保留原寢,9214806,四宿舍,304,
98,保留原寢,9323601,四宿舍,304,
98,保留原寢,9451802,四宿舍,305,
98,保留原寢,9424810,四宿舍,306,
98,保留原寢,9318503,四宿舍,307,
98,保留原寢,9518525,四宿舍,307,
98,保留原寢,9724806,四宿舍,308,
98,保留原寢,9424802,四宿舍,308,
98,保留原寢,9555856,四宿舍,309,
98,保留原寢,9555858,四宿舍,309,
98,保留原寢,9621806,四宿舍,311,
98,保留原寢,9328808,四宿舍,311,
98,保留原寢,9611815,四宿舍,312,
98,保留原寢,9411836,四宿舍,312,
98,保留原寢,9719801,四宿舍,313,
98,保留原寢,9513506,四宿舍,314,
98,保留原寢,9728809,四宿舍,314,
98,保留原寢,9216807,四宿舍,315,
98,保留原寢,9511824,四宿舍,316,
98,保留原寢,9311595,四宿舍,316,
98,保留原寢,9728807,四宿舍,318,
98,保留原寢,9527805,四宿舍,318,
98,保留原寢,9328531,四宿舍,320,
98,保留原寢,9212815,四宿舍,323,
98,保留原寢,9228509,四宿舍,323,
98,保留原寢,9755576,五宿舍,214,
98,未保留原寢,9755621,五宿舍,214,
98,保留原寢,9712574,五宿舍,302,
98,保留原寢,9716522,五宿舍,302,
98,保留原寢,9751504,六宿舍,111,
98,未保留原寢,9751510,六宿舍,111,
98,保留原寢,9736501,六宿舍,112,
98,保留原寢,9736515,六宿舍,112,
98,保留原寢,9714618,六宿舍,113,
98,保留原寢,9735519,六宿舍,113,
98,保留原寢,9714571,六宿舍,114,
98,保留原寢,9728518,六宿舍,114,
98,未保留原寢,9713504,六宿舍,115,
98,保留原寢,9713605,六宿舍,115,
98,保留原寢,9722501,六宿舍,119,
98,保留原寢,9729509,六宿舍,119,
98,保留原寢,9718503,六宿舍,123,
98,保留原寢,9718509,六宿舍,123,
98,保留原寢,9711506,六宿舍,126,
98,未保留原寢,9711591,六宿舍,126,
98,未保留原寢,9711513,六宿舍,127,
98,保留原寢,9757505,六宿舍,127,
98,保留原寢,9712535,六宿舍,203,
98,保留原寢,9712539,六宿舍,203,
98,保留原寢,9712521,六宿舍,204,
98,未保留原寢,9712598,六宿舍,204,
98,保留原寢,9719522,六宿舍,205,
98,保留原寢,9719527,六宿舍,205,
98,保留原寢,9714548,六宿舍,207,
98,未保留原寢,9755606,六宿舍,207,
98,保留原寢,9716568,六宿舍,218,
98,保留原寢,9716571,六宿舍,218,
98,未保留原寢,9712512,六宿舍,220,
98,保留原寢,9714515,六宿舍,220,
98,保留原寢,9722508,六宿舍,228,
98,未保留原寢,9755542,六宿舍,228,
98,保留原寢,9714501,六宿舍,230,
98,保留原寢,9714505,六宿舍,230,
98,未保留原寢,9712600,六宿舍,304,
98,保留原寢,9730513,六宿舍,304,
98,保留原寢,9727504,六宿舍,311,
98,保留原寢,9727505,六宿舍,311,
98,保留原寢,9733544,六宿舍,312,
98,未保留原寢,9733546,六宿舍,312,
98,保留原寢,9711650,六宿舍,313,
98,未保留原寢,9713531,六宿舍,313,
98,未保留原寢,9715526,六宿舍,319,
98,保留原寢,9722523,六宿舍,319,
98,保留原寢,9731503,六宿舍,323,
98,未保留原寢,9731540,六宿舍,323,
98,未保留原寢,9724505,六宿舍,327,
98,保留原寢,9755553,六宿舍,327,
98,未保留原寢,9731522,六宿舍,330,
98,保留原寢,9731536,六宿舍,330,
98,未保留原寢,9721539,六宿舍,403,
98,保留原寢,9724554,六宿舍,403,
98,未保留原寢,9715511,六宿舍,404,
98,保留原寢,9715516,六宿舍,404,
98,保留原寢,9729504,六宿舍,405,
98,未保留原寢,9729512,六宿舍,405,
98,保留原寢,9711503,六宿舍,406,
98,保留原寢,9713522,六宿舍,406,
98,保留原寢,9748523,六宿舍,420,
98,保留原寢,9748525,六宿舍,420,
98,保留原寢,9711649,六宿舍,424,
98,保留原寢,9752504,六宿舍,424,
98,保留原寢,9732533,六宿舍,427,
98,保留原寢,9738522,六宿舍,427,
98,保留原寢,9712542,七宿舍,105,
98,保留原寢,9749504,七宿舍,105,
98,保留原寢,9758514,七宿舍,105,
98,未保留原寢,9794501,七宿舍,105,
98,保留原寢,9711652,七宿舍,106,
98,未保留原寢,9714509,七宿舍,106,
98,未保留原寢,9715502,七宿舍,106,
98,保留原寢,9721526,七宿舍,106,
98,未保留原寢,9713594,七宿舍,123,
98,未保留原寢,9715501,七宿舍,123,
98,保留原寢,9724508,七宿舍,123,
98,保留原寢,9724509,七宿舍,123,
98,未保留原寢,9701502,七宿舍,124,
98,保留原寢,9716573,七宿舍,124,
98,保留原寢,9721537,七宿舍,124,
98,保留原寢,9796501,七宿舍,124,
98,保留原寢,9711573,七宿舍,206,
98,未保留原寢,9711609,七宿舍,206,
98,未保留原寢,9713592,七宿舍,206,
98,保留原寢,9714595,七宿舍,206,
98,保留原寢,9714504,七宿舍,207,
98,未保留原寢,9714542,七宿舍,207,
98,保留原寢,9714598,七宿舍,207,
98,保留原寢,9715513,七宿舍,207,
98,保留原寢,9714544,七宿舍,208,
98,未保留原寢,9714555,七宿舍,208,
98,保留原寢,9727508,七宿舍,208,
98,保留原寢,9757533,七宿舍,208,
98,保留原寢,9711621,七宿舍,220,
98,保留原寢,9711654,七宿舍,220,
98,保留原寢,9711657,七宿舍,220,
98,未保留原寢,9755551,七宿舍,220,
98,保留原寢,9711523,七宿舍,221,
98,未保留原寢,9755539,七宿舍,221,
98,保留原寢,9755573,七宿舍,221,
98,未保留原寢,9757506,七宿舍,221,
98,保留原寢,9646515,七宿舍,225,
98,保留原寢,9646518,七宿舍,225,
98,未保留原寢,9746507,七宿舍,225,
98,未保留原寢,9746518,七宿舍,225,
98,未保留原寢,9711520,七宿舍,226,
98,未保留原寢,9711536,七宿舍,226,
98,保留原寢,9711608,七宿舍,226,
98,保留原寢,9711610,七宿舍,226,
98,未保留原寢,9690519,七宿舍,232,
98,未保留原寢,9711602,七宿舍,232,
98,保留原寢,9714552,七宿舍,232,
98,保留原寢,9738516,七宿舍,232,
98,保留原寢,9711624,七宿舍,236,
98,保留原寢,9724521,七宿舍,236,
98,保留原寢,9727509,七宿舍,236,
98,保留原寢,9727510,七宿舍,236,
98,保留原寢,9711505,七宿舍,237,
98,保留原寢,9711638,七宿舍,237,
98,未保留原寢,9711643,七宿舍,237,
98,保留原寢,9755616,七宿舍,237,
98,保留原寢,9714564,七宿舍,301,
98,保留原寢,9725568,七宿舍,301,
98,保留原寢,9725569,七宿舍,301,
98,未保留原寢,9758505,七宿舍,301,
98,未保留原寢,9711544,七宿舍,317,
98,保留原寢,9711568,七宿舍,317,
98,保留原寢,9755544,七宿舍,317,
98,未保留原寢,9755592,七宿舍,317,
98,未保留原寢,9655642,七宿舍,324,
98,保留原寢,9725505,七宿舍,324,
98,保留原寢,9725554,七宿舍,324,
98,未保留原寢,9745519,七宿舍,324,
98,保留原寢,9712544,七宿舍,336,
98,未保留原寢,9721515,七宿舍,336,
98,保留原寢,9730517,七宿舍,336,
98,保留原寢,9757548,七宿舍,336,
98,保留原寢,9732505,七宿舍,337,
98,未保留原寢,9732515,七宿舍,337,
98,未保留原寢,9732526,七宿舍,337,
98,保留原寢,9732531,七宿舍,337,
98,保留原寢,9611002,八宿舍,101,
98,未保留原寢,9611032,八宿舍,101,
98,保留原寢,9611040,八宿舍,101,
98,保留原寢,9611041,八宿舍,101,
98,保留原寢,9611078,八宿舍,104,
98,保留原寢,9611084,八宿舍,104,
98,保留原寢,9611085,八宿舍,104,
98,保留原寢,9611101,八宿舍,104,
98,未保留原寢,9613029,八宿舍,109,
98,保留原寢,9613039,八宿舍,109,
98,保留原寢,9613049,八宿舍,109,
98,保留原寢,9613050,八宿舍,109,
98,保留原寢,9614016,八宿舍,113,
98,未保留原寢,9614017,八宿舍,113,
98,保留原寢,9614041,八宿舍,113,
98,保留原寢,9614059,八宿舍,113,
98,保留原寢,9613018,八宿舍,115,
98,保留原寢,9613075,八宿舍,115,
98,保留原寢,9613079,八宿舍,115,
98,保留原寢,9613093,八宿舍,115,
98,保留原寢,9614004,八宿舍,119,
98,保留原寢,9614007,八宿舍,119,
98,保留原寢,9614032,八宿舍,119,
98,未保留原寢,9614084,八宿舍,119,
98,保留原寢,9512044,八宿舍,122,
98,保留原寢,9512045,八宿舍,122,
98,未保留原寢,9512070,八宿舍,122,
98,保留原寢,9512086,八宿舍,122,
98,保留原寢,9517197,八宿舍,123,
98,保留原寢,9517198,八宿舍,123,
98,保留原寢,9517202,八宿舍,123,
98,未保留原寢,9517204,八宿舍,123,
98,保留原寢,9517055,八宿舍,124,
98,未保留原寢,9517057,八宿舍,124,
98,保留原寢,9517059,八宿舍,124,
98,未保留原寢,9517063,八宿舍,124,
98,未保留原寢,9514024,八宿舍,126,
98,未保留原寢,9514054,八宿舍,126,
98,保留原寢,9514058,八宿舍,126,
98,保留原寢,9514068,八宿舍,126,
98,保留原寢,9522005,八宿舍,127,
98,未保留原寢,9522017,八宿舍,127,
98,未保留原寢,9522040,八宿舍,127,
98,保留原寢,9522045,八宿舍,127,
98,保留原寢,9610005,八宿舍,128,
98,保留原寢,9610009,八宿舍,128,
98,保留原寢,9610011,八宿舍,128,
98,保留原寢,9610015,八宿舍,128,
98,保留原寢,9613063,八宿舍,134,
98,未保留原寢,9613078,八宿舍,134,
98,保留原寢,9643031,八宿舍,134,
98,未保留原寢,9643047,八宿舍,134,
98,保留原寢,9533038,八宿舍,135,
98,保留原寢,9533042,八宿舍,135,
98,保留原寢,9533043,八宿舍,135,
98,未保留原寢,9533060,八宿舍,135,
98,保留原寢,9513039,八宿舍,203,
98,未保留原寢,9613023,八宿舍,203,
98,未保留原寢,9613090,八宿舍,203,
98,保留原寢,9622029,八宿舍,203,
98,未保留原寢,9528036,八宿舍,206,
98,保留原寢,9544002,八宿舍,206,
98,保留原寢,9544017,八宿舍,206,
98,保留原寢,9544020,八宿舍,206,
98,保留原寢,9517183,八宿舍,210,
98,未保留原寢,9517185,八宿舍,210,
98,保留原寢,9517203,八宿舍,210,
98,未保留原寢,9517225,八宿舍,210,
98,保留原寢,9611005,八宿舍,215,
98,保留原寢,9611009,八宿舍,215,
98,保留原寢,9611010,八宿舍,215,
98,保留原寢,9611097,八宿舍,215,
98,保留原寢,9510005,八宿舍,216,
98,保留原寢,9510006,八宿舍,216,
98,保留原寢,9510008,八宿舍,216,
98,未保留原寢,9510016,八宿舍,216,
98,保留原寢,9617023,八宿舍,218,
98,保留原寢,9617030,八宿舍,218,
98,未保留原寢,9617044,八宿舍,218,
98,未保留原寢,9617055,八宿舍,218,
98,保留原寢,9528003,八宿舍,220,
98,保留原寢,9528028,八宿舍,220,
98,保留原寢,9528049,八宿舍,220,
98,保留原寢,9528050,八宿舍,220,
98,保留原寢,9510015,八宿舍,223,
98,保留原寢,9510017,八宿舍,223,
98,保留原寢,9510021,八宿舍,223,
98,保留原寢,9510022,八宿舍,223,
98,保留原寢,9614025,八宿舍,225,
98,保留原寢,9614039,八宿舍,225,
98,保留原寢,9614093,八宿舍,225,
98,未保留原寢,9621131,八宿舍,225,
98,保留原寢,9514004,八宿舍,226,
98,保留原寢,9514006,八宿舍,226,
98,未保留原寢,9514034,八宿舍,226,
98,保留原寢,9514098,八宿舍,226,
98,保留原寢,9612027,八宿舍,227,
98,未保留原寢,9612032,八宿舍,227,
98,未保留原寢,9612040,八宿舍,227,
98,保留原寢,9612091,八宿舍,227,
98,保留原寢,9528009,八宿舍,228,
98,保留原寢,9528015,八宿舍,228,
98,保留原寢,9528021,八宿舍,228,
98,未保留原寢,9528030,八宿舍,228,
98,未保留原寢,9510018,八宿舍,229,
98,保留原寢,9510023,八宿舍,229,
98,保留原寢,9510024,八宿舍,229,
98,保留原寢,9510026,八宿舍,229,
98,未保留原寢,9628003,八宿舍,230,
98,未保留原寢,9628009,八宿舍,230,
98,保留原寢,9628028,八宿舍,230,
98,保留原寢,9628047,八宿舍,230,
98,保留原寢,9511008,八宿舍,232,
98,保留原寢,9511024,八宿舍,232,
98,保留原寢,9511068,八宿舍,232,
98,未保留原寢,9533024,八宿舍,232,
98,保留原寢,9610007,八宿舍,233,
98,保留原寢,9610012,八宿舍,233,
98,未保留原寢,9610024,八宿舍,233,
98,保留原寢,9610031,八宿舍,233,
98,保留原寢,9510004,八宿舍,237,
98,未保留原寢,9510020,八宿舍,237,
98,未保留原寢,9514037,八宿舍,237,
98,保留原寢,9514107,八宿舍,237,
98,保留原寢,9517170,八宿舍,241,
98,保留原寢,9533063,八宿舍,241,
98,保留原寢,9533065,八宿舍,241,
98,未保留原寢,9621039,八宿舍,241,
98,保留原寢,9632008,八宿舍,307,
98,保留原寢,9632021,八宿舍,307,
98,保留原寢,9632022,八宿舍,307,
98,未保留原寢,9632039,八宿舍,307,
98,未保留原寢,9517056,八宿舍,308,
98,保留原寢,9517098,八宿舍,308,
98,保留原寢,9532021,八宿舍,308,
98,保留原寢,9532023,八宿舍,308,
98,保留原寢,9512014,八宿舍,313,
98,保留原寢,9512094,八宿舍,313,
98,保留原寢,9512096,八宿舍,313,
98,未保留原寢,9521087,八宿舍,313,
98,未保留原寢,9611013,八宿舍,316,
98,保留原寢,9611051,八宿舍,316,
98,保留原寢,9611104,八宿舍,316,
98,保留原寢,9611105,八宿舍,316,
98,保留原寢,9512018,八宿舍,319,
98,保留原寢,9512020,八宿舍,319,
98,保留原寢,9512022,八宿舍,319,
98,未保留原寢,9512066,八宿舍,319,
98,保留原寢,9521055,八宿舍,320,
98,保留原寢,9521084,八宿舍,320,
98,保留原寢,9521088,八宿舍,320,
98,保留原寢,9521090,八宿舍,320,
98,保留原寢,9614020,八宿舍,321,
98,保留原寢,9614054,八宿舍,321,
98,保留原寢,9614066,八宿舍,321,
98,保留原寢,9614076,八宿舍,321,
98,保留原寢,9628010,八宿舍,322,
98,保留原寢,9628027,八宿舍,322,
98,保留原寢,9628048,八宿舍,322,
98,未保留原寢,9633034,八宿舍,322,
98,保留原寢,9617038,八宿舍,323,
98,保留原寢,9617049,八宿舍,323,
98,保留原寢,9617064,八宿舍,323,
98,未保留原寢,9617127,八宿舍,323,
98,未保留原寢,9517184,八宿舍,324,
98,保留原寢,9543014,八宿舍,324,
98,保留原寢,9543043,八宿舍,324,
98,保留原寢,9543049,八宿舍,324,
98,保留原寢,9611031,八宿舍,325,
98,未保留原寢,9611054,八宿舍,325,
98,保留原寢,9611062,八宿舍,325,
98,保留原寢,9611086,八宿舍,325,
98,未保留原寢,9518004,八宿舍,326,
98,保留原寢,9621010,八宿舍,326,
98,保留原寢,9621136,八宿舍,326,
98,保留原寢,9621137,八宿舍,326,
98,保留原寢,9612025,八宿舍,327,
98,保留原寢,9612043,八宿舍,327,
98,保留原寢,9612049,八宿舍,327,
98,保留原寢,9612082,八宿舍,327,
98,保留原寢,9512037,八宿舍,330,
98,保留原寢,9512047,八宿舍,330,
98,保留原寢,9512049,八宿舍,330,
98,保留原寢,9512057,八宿舍,330,
98,保留原寢,9611006,八宿舍,331,
98,未保留原寢,9611046,八宿舍,331,
98,未保留原寢,9611071,八宿舍,331,
98,保留原寢,9611080,八宿舍,331,
98,保留原寢,9512048,八宿舍,332,
98,保留原寢,9512054,八宿舍,332,
98,保留原寢,9512058,八宿舍,332,
98,未保留原寢,9512074,八宿舍,332,
98,保留原寢,9525038,八宿舍,334,
98,未保留原寢,9525040,八宿舍,334,
98,保留原寢,9525044,八宿舍,334,
98,保留原寢,9525046,八宿舍,334,
98,保留原寢,9512098,八宿舍,335,
98,未保留原寢,9517172,八宿舍,335,
98,保留原寢,9522048,八宿舍,335,
98,保留原寢,9531049,八宿舍,335,
98,未保留原寢,9511040,八宿舍,338,
98,保留原寢,9522052,八宿舍,338,
98,保留原寢,9522053,八宿舍,338,
98,未保留原寢,9611074,八宿舍,338,
98,未保留原寢,9621015,八宿舍,339,
98,保留原寢,9621018,八宿舍,339,
98,保留原寢,9621021,八宿舍,339,
98,未保留原寢,9621120,八宿舍,339,
98,保留原寢,9633018,八宿舍,341,
98,保留原寢,9633024,八宿舍,341,
98,保留原寢,9633032,八宿舍,341,
98,保留原寢,9633035,八宿舍,341,
98,保留原寢,9511045,八宿舍,403,
98,保留原寢,9511056,八宿舍,403,
98,保留原寢,9511060,八宿舍,403,
98,保留原寢,9511075,八宿舍,403,
98,保留原寢,9610001,八宿舍,407,
98,保留原寢,9610006,八宿舍,407,
98,未保留原寢,9610013,八宿舍,407,
98,未保留原寢,9610030,八宿舍,407,
98,保留原寢,9613007,八宿舍,410,
98,保留原寢,9613072,八宿舍,410,
98,保留原寢,9613084,八宿舍,410,
98,保留原寢,9613091,八宿舍,410,
98,保留原寢,9517113,八宿舍,411,
98,保留原寢,9612108,八宿舍,411,
98,保留原寢,9617090,八宿舍,411,
98,保留原寢,9617106,八宿舍,411,
98,未保留原寢,9522021,八宿舍,413,
98,保留原寢,9616056,八宿舍,413,
98,保留原寢,9633020,八宿舍,413,
98,保留原寢,9633033,八宿舍,413,
98,保留原寢,9614019,八宿舍,415,
98,保留原寢,9614047,八宿舍,415,
98,保留原寢,9614065,八宿舍,415,
98,保留原寢,9614071,八宿舍,415,
98,保留原寢,9612008,八宿舍,416,
98,保留原寢,9612017,八宿舍,416,
98,未保留原寢,9612033,八宿舍,416,
98,未保留原寢,9612059,八宿舍,416,
98,保留原寢,9511031,八宿舍,417,
98,保留原寢,9511034,八宿舍,417,
98,保留原寢,9511093,八宿舍,417,
98,保留原寢,9511094,八宿舍,417,
98,保留原寢,9513024,八宿舍,418,
98,保留原寢,9513028,八宿舍,418,
98,保留原寢,9513074,八宿舍,418,
98,保留原寢,9513098,八宿舍,418,
98,保留原寢,9525023,八宿舍,419,
98,保留原寢,9525031,八宿舍,419,
98,保留原寢,9525032,八宿舍,419,
98,保留原寢,9525052,八宿舍,419,
98,未保留原寢,9512039,八宿舍,420,
98,未保留原寢,9512053,八宿舍,420,
98,保留原寢,9512055,八宿舍,420,
98,保留原寢,9512087,八宿舍,420,
98,保留原寢,9511047,八宿舍,422,
98,保留原寢,9511065,八宿舍,422,
98,未保留原寢,9512092,八宿舍,422,
98,未保留原寢,9521054,八宿舍,422,
98,未保留原寢,9511030,八宿舍,429,
98,保留原寢,9511039,八宿舍,429,
98,未保留原寢,9511062,八宿舍,429,
98,保留原寢,9511092,八宿舍,429,
98,未保留原寢,9513047,八宿舍,430,
98,保留原寢,9513071,八宿舍,430,
98,保留原寢,9513077,八宿舍,430,
98,保留原寢,9516083,八宿舍,430,
98,保留原寢,9617052,八宿舍,438,
98,保留原寢,9617181,八宿舍,438,
98,保留原寢,9617204,八宿舍,438,
98,保留原寢,9617256,八宿舍,438,
98,保留原寢,9631001,八宿舍,439,
98,保留原寢,9631008,八宿舍,439,未確認申請
98,保留原寢,9631042,八宿舍,439,
98,保留原寢,9631043,八宿舍,439,
98,保留原寢,9614003,八宿舍,440,
98,保留原寢,9614053,八宿舍,440,
98,保留原寢,9614107,八宿舍,440,
98,保留原寢,9622012,八宿舍,440,
98,保留原寢,9511010,九宿舍,102,
98,保留原寢,9511026,九宿舍,102,
98,保留原寢,9511029,九宿舍,102,
98,未保留原寢,9511055,九宿舍,102,
98,保留原寢,9517065,九宿舍,105,
98,保留原寢,9517067,九宿舍,105,
98,保留原寢,9517069,九宿舍,105,
98,保留原寢,9517073,九宿舍,105,
98,保留原寢,9616016,九宿舍,108,
98,保留原寢,9616038,九宿舍,108,
98,保留原寢,9616096,九宿舍,108,
98,保留原寢,9644034,九宿舍,108,
98,保留原寢,9524004,九宿舍,109,
98,保留原寢,9524013,九宿舍,109,
98,保留原寢,9524017,九宿舍,109,
98,保留原寢,9524030,九宿舍,109,
98,保留原寢,9517146,九宿舍,111,
98,保留原寢,9517148,九宿舍,111,
98,未保留原寢,9517154,九宿舍,111,
98,保留原寢,9517171,九宿舍,111,
98,保留原寢,9624003,九宿舍,112,
98,保留原寢,9624012,九宿舍,112,
98,保留原寢,9624018,九宿舍,112,
98,保留原寢,9624026,九宿舍,112,
98,未保留原寢,9617245,九宿舍,114,
98,保留原寢,9617253,九宿舍,114,
98,保留原寢,9617257,九宿舍,114,
98,保留原寢,9617263,九宿舍,114,
98,未保留原寢,9521014,九宿舍,117,
98,保留原寢,9521028,九宿舍,117,
98,保留原寢,9521033,九宿舍,117,
98,保留原寢,9521085,九宿舍,117,
98,保留原寢,9517075,九宿舍,118,
98,未保留原寢,9517079,九宿舍,118,
98,保留原寢,9517081,九宿舍,118,
98,保留原寢,9517091,九宿舍,118,
98,保留原寢,9612053,九宿舍,120,
98,保留原寢,9617003,九宿舍,120,
98,未保留原寢,9617246,九宿舍,120,
98,未保留原寢,9617261,九宿舍,120,
98,未保留原寢,9517026,九宿舍,121,
98,保留原寢,9517066,九宿舍,121,
98,保留原寢,9517070,九宿舍,121,
98,保留原寢,9517102,九宿舍,121,
98,保留原寢,9625027,九宿舍,122,
98,保留原寢,9625032,九宿舍,122,
98,保留原寢,9625038,九宿舍,122,
98,保留原寢,9625046,九宿舍,122,
98,保留原寢,9517137,九宿舍,127,
98,保留原寢,9517139,九宿舍,127,
98,未保留原寢,9517144,九宿舍,127,
98,未保留原寢,9517150,九宿舍,127,
98,保留原寢,9524012,九宿舍,128,
98,保留原寢,9524016,九宿舍,128,
98,未保留原寢,9524022,九宿舍,128,
98,保留原寢,9524032,九宿舍,128,
98,保留原寢,9543017,九宿舍,129,
98,保留原寢,9624024,九宿舍,129,
98,保留原寢,9624028,九宿舍,129,
98,未保留原寢,9625013,九宿舍,129,
98,保留原寢,9518009,九宿舍,130,
98,保留原寢,9518010,九宿舍,130,
98,保留原寢,9518025,九宿舍,130,
98,保留原寢,9518055,九宿舍,130,
98,保留原寢,9622004,九宿舍,132,
98,未保留原寢,9622007,九宿舍,132,
98,保留原寢,9622015,九宿舍,132,
98,保留原寢,9622020,九宿舍,132,
98,保留原寢,9416101,九宿舍,201,
98,保留原寢,9516099,九宿舍,201,
98,保留原寢,9516100,九宿舍,201,
98,未保留原寢,9516101,九宿舍,201,
98,保留原寢,9616002,九宿舍,202,
98,保留原寢,9616064,九宿舍,202,
98,保留原寢,9616097,九宿舍,202,
98,保留原寢,9616098,九宿舍,202,
98,保留原寢,9624023,九宿舍,203,
98,保留原寢,9624025,九宿舍,203,
98,保留原寢,9624035,九宿舍,203,
98,未保留原寢,9724032,九宿舍,203,
98,保留原寢,9625014,九宿舍,205,
98,保留原寢,9625031,九宿舍,205,
98,未保留原寢,9625040,九宿舍,205,
98,未保留原寢,9625054,九宿舍,205,
98,保留原寢,9453001,九宿舍,206,
98,保留原寢,9553020,九宿舍,206,
98,保留原寢,9553023,九宿舍,206,
98,未保留原寢,9721107,九宿舍,206,
98,未保留原寢,9524005,九宿舍,207,
98,保留原寢,9524009,九宿舍,207,
98,保留原寢,9524011,九宿舍,207,
98,未保留原寢,9624031,九宿舍,207,
98,未保留原寢,9513007,九宿舍,208,
98,保留原寢,9513010,九宿舍,208,
98,保留原寢,9513050,九宿舍,208,
98,未保留原寢,9513080,九宿舍,208,
98,保留原寢,9622003,九宿舍,209,
98,保留原寢,9622013,九宿舍,209,
98,保留原寢,9622019,九宿舍,209,
98,未保留原寢,9622032,九宿舍,209,
98,未保留原寢,9617013,九宿舍,212,
98,保留原寢,9617070,九宿舍,212,
98,未保留原寢,9617082,九宿舍,212,
98,保留原寢,9617158,九宿舍,212,
98,未保留原寢,9524006,九宿舍,213,
98,未保留原寢,9524021,九宿舍,213,
98,保留原寢,9524023,九宿舍,213,
98,保留原寢,9524029,九宿舍,213,
98,保留原寢,9513005,九宿舍,214,
98,保留原寢,9513011,九宿舍,214,
98,保留原寢,9513015,九宿舍,214,
98,未保留原寢,9513067,九宿舍,214,
98,保留原寢,9517004,九宿舍,215,
98,保留原寢,9517094,九宿舍,215,
98,保留原寢,9517096,九宿舍,215,
98,未保留原寢,9525005,九宿舍,215,
98,未保留原寢,9622010,九宿舍,218,
98,保留原寢,9622011,九宿舍,218,
98,保留原寢,9622028,九宿舍,218,
