學年度,階段,學號,宿舍,房號,是否確認
103,保留原寢,0016079,八宿舍,217,
103,保留原寢,0016087,八宿舍,217,
103,保留原寢,0016238,八宿舍,217,
103,保留原寢,0016338,八宿舍,217,
103,未保留原寢,0012118,八宿舍,219,
103,保留原寢,0113302,八宿舍,219,
103,保留原寢,0113306,八宿舍,219,
103,保留原寢,0113352,八宿舍,219,
103,保留原寢,0010848,八宿舍,221,
103,保留原寢,0011063,八宿舍,221,
103,未保留原寢,0013412,八宿舍,221,
103,保留原寢,0016086,八宿舍,221,
103,未保留原寢,0016015,八宿舍,223,
103,保留原寢,0016018,八宿舍,223,
103,保留原寢,0016021,八宿舍,223,
103,保留原寢,0016203,八宿舍,223,
103,保留原寢,0011260,八宿舍,228,
103,保留原寢,0011261,八宿舍,228,
103,保留原寢,0011272,八宿舍,228,
103,保留原寢,0011274,八宿舍,228,
103,保留原寢,0012235,八宿舍,230,未確認申請
103,未保留原寢,0012253,八宿舍,230,
103,保留原寢,0012254,八宿舍,230,
103,未保留原寢,0012259,八宿舍,230,
103,保留原寢,0111209,八宿舍,235,
103,保留原寢,0111213,八宿舍,235,
103,未保留原寢,0111253,八宿舍,235,
103,保留原寢,0111272,八宿舍,235,
103,保留原寢,0011601,八宿舍,236,
103,未保留原寢,0011603,八宿舍,236,
103,未保留原寢,0011607,八宿舍,236,
103,保留原寢,0111607,八宿舍,236,
103,保留原寢,0016207,八宿舍,237,
103,保留原寢,0016214,八宿舍,237,
103,保留原寢,0016231,八宿舍,237,
103,保留原寢,0016246,八宿舍,237,
103,保留原寢,0010763,八宿舍,239,
103,保留原寢,0010795,八宿舍,239,
103,保留原寢,0010867,八宿舍,239,
103,保留原寢,0010868,八宿舍,239,
103,保留原寢,0015313,八宿舍,301,
103,保留原寢,0015342,八宿舍,301,
103,保留原寢,0015344,八宿舍,301,
103,保留原寢,0015345,八宿舍,301,
103,未保留原寢,0011013,八宿舍,303,
103,保留原寢,0011018,八宿舍,303,
103,保留原寢,0011036,八宿舍,303,
103,未保留原寢,0011308,八宿舍,303,
103,保留原寢,0111020,八宿舍,305,
103,保留原寢,0111053,八宿舍,305,
103,保留原寢,0111107,八宿舍,305,
103,保留原寢,0111110,八宿舍,305,
103,保留原寢,0013314,八宿舍,313,
103,未保留原寢,0013319,八宿舍,313,
103,保留原寢,0013340,八宿舍,313,
103,保留原寢,0013353,八宿舍,313,
103,保留原寢,0011080,八宿舍,316,未確認申請
103,保留原寢,0012002,八宿舍,316,未確認申請
103,保留原寢,0012010,八宿舍,316,未確認申請
103,保留原寢,0012128,八宿舍,316,
103,保留原寢,0011304,八宿舍,320,未確認申請
103,保留原寢,0111503,八宿舍,320,
103,保留原寢,0111545,八宿舍,320,
103,保留原寢,0113367,八宿舍,320,
103,保留原寢,0011034,八宿舍,323,
103,保留原寢,0011078,八宿舍,323,
103,保留原寢,0011081,八宿舍,323,
103,未保留原寢,0011085,八宿舍,323,
103,保留原寢,0013337,八宿舍,324,
103,保留原寢,0013345,八宿舍,324,
103,未保留原寢,0013350,八宿舍,324,
103,保留原寢,0013351,八宿舍,324,
103,未保留原寢,0011210,八宿舍,402,
103,保留原寢,0011214,八宿舍,402,
103,保留原寢,0011270,八宿舍,402,
103,未保留原寢,0011286,八宿舍,402,
103,保留原寢,0011223,八宿舍,405,
103,保留原寢,0011227,八宿舍,405,
103,未保留原寢,0011230,八宿舍,405,
103,保留原寢,0011262,八宿舍,405,
103,保留原寢,0017004,八宿舍,406,
103,保留原寢,0017013,八宿舍,406,
103,保留原寢,0017021,八宿舍,406,
103,未保留原寢,0017048,八宿舍,406,
103,保留原寢,0017007,八宿舍,407,
103,未保留原寢,0017034,八宿舍,407,
103,保留原寢,0017042,八宿舍,407,
103,保留原寢,0017046,八宿舍,407,
103,保留原寢,0110502,八宿舍,408,
103,保留原寢,0110510,八宿舍,408,
103,未保留原寢,0110765,八宿舍,408,
103,保留原寢,0111231,八宿舍,408,
103,未保留原寢,0110018,八宿舍,409,
103,保留原寢,0116090,八宿舍,409,
103,保留原寢,0116218,八宿舍,409,
103,保留原寢,0116330,八宿舍,409,
103,保留原寢,0016110,八宿舍,411,
103,保留原寢,0016328,八宿舍,411,
103,保留原寢,0116028,八宿舍,411,
103,保留原寢,0116231,八宿舍,411,
103,未保留原寢,0013147,八宿舍,415,
103,保留原寢,0016036,八宿舍,415,
103,保留原寢,0016040,八宿舍,415,
103,保留原寢,0016088,八宿舍,415,
103,保留原寢,0011204,八宿舍,421,
103,未保留原寢,0011240,八宿舍,421,
103,未保留原寢,0011284,八宿舍,421,
103,保留原寢,0011294,八宿舍,421,
103,未保留原寢,0111258,八宿舍,424,
103,保留原寢,0116006,八宿舍,424,
103,保留原寢,0116213,八宿舍,424,
103,保留原寢,0116308,八宿舍,424,
103,未保留原寢,0011608,八宿舍,431,
103,保留原寢,0016220,八宿舍,431,
103,保留原寢,0111602,八宿舍,431,
103,保留原寢,0111613,八宿舍,431,
103,保留原寢,0010543,八宿舍,434,
103,保留原寢,0013425,八宿舍,434,
103,未保留原寢,0113406,八宿舍,434,
103,未保留原寢,0113425,八宿舍,434,
103,未保留原寢,0013106,八宿舍,435,
103,保留原寢,0016333,八宿舍,435,
103,保留原寢,0115419,八宿舍,435,
103,未保留原寢,0115439,八宿舍,435,
103,未保留原寢,0010872,八宿舍,439,
103,未保留原寢,0015314,八宿舍,439,
103,保留原寢,0110505,八宿舍,439,
103,保留原寢,9933067,八宿舍,439,
103,未保留原寢,0010740,九宿舍,108,
103,保留原寢,0116003,九宿舍,108,
103,保留原寢,0116021,九宿舍,108,
103,保留原寢,0116091,九宿舍,108,
103,保留原寢,0111235,九宿舍,109,
103,保留原寢,0111242,九宿舍,109,
103,未保留原寢,0111266,九宿舍,109,
103,保留原寢,0111280,九宿舍,109,
103,保留原寢,0012217,九宿舍,110,
103,保留原寢,0111247,九宿舍,110,
103,未保留原寢,0112505,九宿舍,110,
103,未保留原寢,0112531,九宿舍,110,
103,未保留原寢,0012211,九宿舍,113,
103,保留原寢,0012216,九宿舍,113,
103,未保留原寢,0012244,九宿舍,113,
103,保留原寢,0012251,九宿舍,113,
103,未保留原寢,0012117,九宿舍,115,
103,保留原寢,0112011,九宿舍,115,
103,保留原寢,0112102,九宿舍,115,
103,保留原寢,9921031,九宿舍,115,
103,未保留原寢,0011201,九宿舍,117,
103,保留原寢,0011213,九宿舍,117,
103,保留原寢,0011217,九宿舍,117,
103,未保留原寢,0211249,九宿舍,117,
103,未保留原寢,0112225,九宿舍,120,
103,保留原寢,0112246,九宿舍,120,
103,保留原寢,0112247,九宿舍,120,
103,保留原寢,0112253,九宿舍,120,
103,保留原寢,0112004,九宿舍,124,
103,保留原寢,0112014,九宿舍,124,
103,保留原寢,0112026,九宿舍,124,
103,保留原寢,0112030,九宿舍,124,
103,保留原寢,0012505,九宿舍,125,
103,保留原寢,0012511,九宿舍,125,
103,保留原寢,0012513,九宿舍,125,
103,保留原寢,0012543,九宿舍,125,
103,保留原寢,0012557,九宿舍,127,
103,保留原寢,0016105,九宿舍,127,
103,保留原寢,0016251,九宿舍,127,
103,保留原寢,0016252,九宿舍,127,
103,保留原寢,0111504,九宿舍,128,
103,保留原寢,0111522,九宿舍,128,
103,保留原寢,0111537,九宿舍,128,
103,保留原寢,0111550,九宿舍,128,
103,保留原寢,0016043,九宿舍,131,
103,保留原寢,0016223,九宿舍,131,
103,保留原寢,0016309,九宿舍,131,
103,保留原寢,0016316,九宿舍,131,
103,保留原寢,0016094,九宿舍,201,
103,未保留原寢,0116026,九宿舍,201,
103,未保留原寢,0116243,九宿舍,201,
103,保留原寢,9816112,九宿舍,201,
103,保留原寢,0116047,九宿舍,202,
103,未保留原寢,0116058,九宿舍,202,
103,保留原寢,0116209,九宿舍,202,
103,保留原寢,0116212,九宿舍,202,
103,保留原寢,0016037,九宿舍,203,
103,保留原寢,0016062,九宿舍,203,
103,保留原寢,0016101,九宿舍,203,
103,保留原寢,0016249,九宿舍,203,
103,保留原寢,0112507,九宿舍,204,
103,保留原寢,0112545,九宿舍,204,
103,保留原寢,0112547,九宿舍,204,
103,保留原寢,0112555,九宿舍,204,
103,保留原寢,0016002,九宿舍,205,
103,保留原寢,0016005,九宿舍,205,
103,未保留原寢,0016025,九宿舍,205,
103,未保留原寢,0016091,九宿舍,205,
103,保留原寢,0111208,九宿舍,208,
103,保留原寢,0111219,九宿舍,208,
103,保留原寢,0111222,九宿舍,208,
103,保留原寢,0111262,九宿舍,208,
103,保留原寢,0016003,九宿舍,211,
103,保留原寢,0016033,九宿舍,211,
103,保留原寢,0016204,九宿舍,211,
103,保留原寢,0016305,九宿舍,211,
103,保留原寢,0117001,九宿舍,214,
103,保留原寢,0117004,九宿舍,214,
103,保留原寢,0117007,九宿舍,214,
103,保留原寢,0117025,九宿舍,214,
103,保留原寢,0012210,九宿舍,216,
103,未保留原寢,0012215,九宿舍,216,
103,保留原寢,0012246,九宿舍,216,
103,保留原寢,0012248,九宿舍,216,
103,保留原寢,0016022,九宿舍,218,
103,未保留原寢,0016042,九宿舍,218,
103,未保留原寢,0016312,九宿舍,218,
103,保留原寢,0016318,九宿舍,218,
103,未保留原寢,0010742,九宿舍,219,
103,保留原寢,0010796,九宿舍,219,
103,保留原寢,0010829,九宿舍,219,
103,保留原寢,0010840,九宿舍,219,
103,保留原寢,0112009,九宿舍,220,
103,保留原寢,0112012,九宿舍,220,
103,保留原寢,0112013,九宿舍,220,
103,保留原寢,0112035,九宿舍,220,
103,保留原寢,0110738,九宿舍,221,
103,保留原寢,0110746,九宿舍,221,
103,保留原寢,0110814,九宿舍,221,
103,保留原寢,0110838,九宿舍,221,
103,保留原寢,0112506,九宿舍,222,
103,保留原寢,0112524,九宿舍,222,
103,保留原寢,0112528,九宿舍,222,
103,保留原寢,0112544,九宿舍,222,
103,保留原寢,0115308,九宿舍,223,
103,保留原寢,0115317,九宿舍,223,
103,保留原寢,0115328,九宿舍,223,
103,保留原寢,0115337,九宿舍,223,
103,未保留原寢,0012540,九宿舍,225,
103,保留原寢,0112509,九宿舍,225,
103,保留原寢,0112521,九宿舍,225,
103,未保留原寢,0112552,九宿舍,225,
103,未保留原寢,0016024,九宿舍,228,
103,保留原寢,0016054,九宿舍,228,
103,保留原寢,0016095,九宿舍,228,
103,保留原寢,0016212,九宿舍,228,
103,保留原寢,0112501,九宿舍,230,
103,保留原寢,0112503,九宿舍,230,
103,保留原寢,0112510,九宿舍,230,
103,保留原寢,0112519,九宿舍,230,
103,保留原寢,0010776,九宿舍,231,
103,保留原寢,0010804,九宿舍,231,
103,保留原寢,0010815,九宿舍,231,
103,保留原寢,0010881,九宿舍,231,
103,保留原寢,0116094,九宿舍,232,
103,保留原寢,0116219,九宿舍,232,
103,保留原寢,0116323,九宿舍,232,
103,保留原寢,0116324,九宿舍,232,
103,保留原寢,0111225,九宿舍,233,
103,保留原寢,0111246,九宿舍,233,
103,保留原寢,0111268,九宿舍,233,
103,保留原寢,0111290,九宿舍,233,
103,保留原寢,0017010,九宿舍,301,
103,保留原寢,0017023,九宿舍,301,
103,保留原寢,0017033,九宿舍,301,
103,保留原寢,0017036,九宿舍,301,
103,保留原寢,0112522,九宿舍,302,
103,保留原寢,0112526,九宿舍,302,
103,保留原寢,0112532,九宿舍,302,
103,保留原寢,0112539,九宿舍,302,
