學年度,階段,學號,宿舍,房號,是否確認
100,保留原寢,9935803,四宿舍,224,
100,保留原寢,9627805,四宿舍,224,
100,保留原寢,9824520,四宿舍,301,
100,保留原寢,9711808,四宿舍,301,
100,保留原寢,9718811,四宿舍,303,
100,保留原寢,9818812,四宿舍,303,
100,保留原寢,9323601,四宿舍,304,
100,保留原寢,9914819,四宿舍,305,
100,保留原寢,9751813,四宿舍,306,
100,保留原寢,9424810,四宿舍,306,
100,保留原寢,9318503,四宿舍,307,
100,保留原寢,9724806,四宿舍,308,
100,保留原寢,9955810,四宿舍,309,
100,保留原寢,9855811,四宿舍,309,
100,保留原寢,9728807,四宿舍,311,
100,保留原寢,9611815,四宿舍,312,
100,保留原寢,9611849,四宿舍,312,
100,保留原寢,9955804,四宿舍,313,
100,保留原寢,9911836,四宿舍,313,
100,保留原寢,9728809,四宿舍,314,
100,保留原寢,9932803,四宿舍,314,
100,保留原寢,9711845,四宿舍,315,
100,保留原寢,9955816,四宿舍,315,
100,保留原寢,9928804,四宿舍,316,
100,保留原寢,9824801,四宿舍,316,
100,保留原寢,9812822,四宿舍,317,
100,保留原寢,9812815,四宿舍,317,
100,保留原寢,9527805,四宿舍,318,
100,保留原寢,9755614,四宿舍,319,
100,保留原寢,9731809,四宿舍,320,
100,保留原寢,9328531,四宿舍,320,
100,保留原寢,9811845,四宿舍,321,
100,保留原寢,9811832,四宿舍,321,
100,保留原寢,9852801,四宿舍,322,
100,保留原寢,9811814,四宿舍,322,
100,保留原寢,9901501,五宿舍,207,
100,保留原寢,9905502,五宿舍,207,
100,未保留原寢,9906512,五宿舍,207,
100,保留原寢,9921506,五宿舍,207,
100,未保留原寢,9901506,五宿舍,211,
100,保留原寢,9925541,五宿舍,211,
100,保留原寢,9951501,五宿舍,211,
100,未保留原寢,9951502,五宿舍,211,
100,保留原寢,9904505,五宿舍,214,未確認申請
100,保留原寢,9905514,五宿舍,214,
100,保留原寢,9914565,五宿舍,214,未確認申請
100,保留原寢,9924549,五宿舍,214,未確認申請
100,未保留原寢,9902506,五宿舍,227,
100,保留原寢,9914543,五宿舍,227,
100,未保留原寢,9914634,五宿舍,227,
100,保留原寢,9952513,五宿舍,227,
100,未保留原寢,9913519,五宿舍,303,
100,保留原寢,9913524,五宿舍,303,
100,保留原寢,9921507,五宿舍,303,
100,保留原寢,9935520,五宿舍,303,
100,未保留原寢,9914541,五宿舍,316,
100,保留原寢,9921529,五宿舍,316,
100,保留原寢,9927515,五宿舍,316,
100,保留原寢,9927531,五宿舍,316,
100,保留原寢,9814619,六宿舍,210,
100,未保留原寢,9914605,六宿舍,210,
100,保留原寢,9914633,六宿舍,210,
100,未保留原寢,9921549,六宿舍,210,
100,未保留原寢,9912564,六宿舍,316,
100,保留原寢,9913598,六宿舍,316,
100,保留原寢,9924519,六宿舍,316,
100,未保留原寢,9924535,六宿舍,316,
100,保留原寢,9902501,六宿舍,326,
100,未保留原寢,9902516,六宿舍,326,
100,保留原寢,9924550,六宿舍,326,
100,保留原寢,9952510,六宿舍,326,
100,保留原寢,9712017,七宿舍,102,
100,未保留原寢,9712018,七宿舍,102,
100,保留原寢,9712024,七宿舍,102,
100,未保留原寢,9712029,七宿舍,102,
100,保留原寢,9731008,七宿舍,105,
100,保留原寢,9731028,七宿舍,105,
100,保留原寢,9731041,七宿舍,105,
100,保留原寢,9731050,七宿舍,105,
100,保留原寢,9811011,七宿舍,106,
100,未保留原寢,9811036,七宿舍,106,
100,保留原寢,9811041,七宿舍,106,
100,保留原寢,9811070,七宿舍,106,
100,保留原寢,9817028,七宿舍,107,
100,保留原寢,9817196,七宿舍,107,
100,保留原寢,9817248,七宿舍,107,
100,保留原寢,9823143,七宿舍,107,
100,未保留原寢,9711003,七宿舍,109,
100,未保留原寢,9711014,七宿舍,109,
100,保留原寢,9711055,七宿舍,109,
100,保留原寢,9711057,七宿舍,109,未確認申請
100,保留原寢,9712033,七宿舍,111,
100,保留原寢,9712037,七宿舍,111,
100,保留原寢,9712071,七宿舍,111,
100,保留原寢,9712090,七宿舍,111,
100,保留原寢,9811029,七宿舍,112,
100,未保留原寢,9811068,七宿舍,112,
100,保留原寢,9811078,七宿舍,112,
100,保留原寢,9811080,七宿舍,112,
100,保留原寢,9811003,七宿舍,113,
100,保留原寢,9811024,七宿舍,113,
100,保留原寢,9811043,七宿舍,113,
100,保留原寢,9811065,七宿舍,113,
100,保留原寢,9817014,七宿舍,114,
100,保留原寢,9817020,七宿舍,114,
100,未保留原寢,9817036,七宿舍,114,
100,保留原寢,9817066,七宿舍,114,
100,未保留原寢,9717179,七宿舍,115,
100,保留原寢,9814066,七宿舍,115,
100,保留原寢,9814079,七宿舍,115,
100,保留原寢,9817172,七宿舍,115,
100,保留原寢,9817053,七宿舍,116,
100,保留原寢,9817093,七宿舍,116,
100,保留原寢,9817188,七宿舍,116,
100,保留原寢,9817269,七宿舍,116,
100,保留原寢,9817006,七宿舍,117,
100,保留原寢,9817010,七宿舍,117,
100,保留原寢,9817054,七宿舍,117,
100,保留原寢,9817085,七宿舍,117,
100,保留原寢,9822017,七宿舍,118,
100,保留原寢,9822018,七宿舍,118,
100,保留原寢,9822027,七宿舍,118,
100,保留原寢,9822050,七宿舍,118,
100,未保留原寢,9817022,七宿舍,120,
100,未保留原寢,9817033,七宿舍,120,
100,保留原寢,9817156,七宿舍,120,
100,保留原寢,9817193,七宿舍,120,
100,保留原寢,9822013,七宿舍,121,
100,未保留原寢,9822034,七宿舍,121,
100,保留原寢,9822042,七宿舍,121,
100,保留原寢,9822048,七宿舍,121,
100,保留原寢,9811006,七宿舍,124,
100,保留原寢,9811007,七宿舍,124,
100,保留原寢,9811035,七宿舍,124,
100,保留原寢,9811053,七宿舍,124,
100,保留原寢,9810017,七宿舍,125,
100,保留原寢,9817064,七宿舍,125,
100,保留原寢,9817144,七宿舍,125,
100,保留原寢,9824017,七宿舍,125,
100,保留原寢,9711050,七宿舍,129,
100,未保留原寢,9811008,七宿舍,129,
100,保留原寢,9811027,七宿舍,129,
100,保留原寢,9822002,七宿舍,129,
100,未保留原寢,9722014,七宿舍,201,
100,保留原寢,9814013,七宿舍,201,
100,保留原寢,9814018,七宿舍,201,
100,未保留原寢,9814099,七宿舍,201,
100,保留原寢,9814012,七宿舍,204,
100,未保留原寢,9814058,七宿舍,204,
100,保留原寢,9814061,七宿舍,204,
100,保留原寢,9814085,七宿舍,204,
100,保留原寢,9814087,七宿舍,205,
100,保留原寢,9814093,七宿舍,205,
100,未保留原寢,9814097,七宿舍,205,
100,未保留原寢,9814103,七宿舍,205,
100,保留原寢,9814008,七宿舍,206,
100,保留原寢,9814011,七宿舍,206,
100,未保留原寢,9814023,七宿舍,206,
100,保留原寢,9814068,七宿舍,206,
100,保留原寢,9821020,七宿舍,208,
100,保留原寢,9821021,七宿舍,208,
100,保留原寢,9821034,七宿舍,208,
100,保留原寢,9821141,七宿舍,208,
100,保留原寢,9810001,七宿舍,210,
100,保留原寢,9810013,七宿舍,210,
100,未保留原寢,9810014,七宿舍,210,
100,未保留原寢,9810026,七宿舍,210,
100,保留原寢,9821002,七宿舍,211,
100,未保留原寢,9821030,七宿舍,211,
100,保留原寢,9821108,七宿舍,211,
100,保留原寢,9821109,七宿舍,211,
100,保留原寢,9808002,七宿舍,213,
100,保留原寢,9808011,七宿舍,213,
100,保留原寢,9808012,七宿舍,213,
100,保留原寢,9808021,七宿舍,213,
100,保留原寢,9714038,七宿舍,214,
100,保留原寢,9714048,七宿舍,214,
100,保留原寢,9714059,七宿舍,214,
100,保留原寢,9714087,七宿舍,214,
100,保留原寢,9810004,七宿舍,216,
100,未保留原寢,9810018,七宿舍,216,
100,保留原寢,9810019,七宿舍,216,
100,未保留原寢,9810022,七宿舍,216,
100,未保留原寢,9713008,七宿舍,221,
100,保留原寢,9713043,七宿舍,221,
100,未保留原寢,9713046,七宿舍,221,
100,保留原寢,9713071,七宿舍,221,
100,保留原寢,9821027,七宿舍,222,
100,未保留原寢,9821105,七宿舍,222,
100,保留原寢,9821134,七宿舍,222,
100,未保留原寢,9821138,七宿舍,222,
100,未保留原寢,9811001,七宿舍,226,
100,保留原寢,9811012,七宿舍,226,
100,保留原寢,9811028,七宿舍,226,
100,保留原寢,9811091,七宿舍,226,
100,保留原寢,9811013,七宿舍,229,
100,保留原寢,9811016,七宿舍,229,
100,保留原寢,9811054,七宿舍,229,
100,未保留原寢,9814010,七宿舍,229,
100,未保留原寢,9823021,七宿舍,230,
100,保留原寢,9823092,七宿舍,230,
100,未保留原寢,9823135,七宿舍,230,
100,保留原寢,9823152,七宿舍,230,
100,未保留原寢,9816021,七宿舍,234,
100,未保留原寢,9816035,七宿舍,234,
100,保留原寢,9816048,七宿舍,234,
100,保留原寢,9816074,七宿舍,234,
100,保留原寢,9823067,七宿舍,235,
100,未保留原寢,9823073,七宿舍,235,
100,保留原寢,9823141,七宿舍,235,
100,保留原寢,9823154,七宿舍,235,
100,保留原寢,9844007,七宿舍,236,
100,保留原寢,9844012,七宿舍,236,
100,保留原寢,9844015,七宿舍,236,
100,保留原寢,9844028,七宿舍,236,
100,未保留原寢,9725013,七宿舍,303,
100,保留原寢,9817145,七宿舍,303,
100,保留原寢,9817244,七宿舍,303,
100,保留原寢,9817245,七宿舍,303,
100,保留原寢,9817024,七宿舍,305,
100,保留原寢,9817029,七宿舍,305,
100,保留原寢,9817164,七宿舍,305,
100,保留原寢,9817167,七宿舍,305,
100,未保留原寢,9817026,七宿舍,306,
100,未保留原寢,9817160,七宿舍,306,
100,保留原寢,9817185,七宿舍,306,
100,保留原寢,9817197,七宿舍,306,
100,保留原寢,9821006,七宿舍,310,
100,未保留原寢,9821010,七宿舍,310,
100,保留原寢,9821019,七宿舍,310,
100,未保留原寢,9821112,七宿舍,310,
100,未保留原寢,9717069,七宿舍,320,
100,保留原寢,9717089,七宿舍,320,
100,保留原寢,9717121,七宿舍,320,
100,保留原寢,9717197,七宿舍,320,
100,保留原寢,9808008,七宿舍,321,
100,保留原寢,9808009,七宿舍,321,
100,保留原寢,9808010,七宿舍,321,
100,保留原寢,9808018,七宿舍,321,
100,保留原寢,9823020,七宿舍,322,
100,保留原寢,9832005,七宿舍,322,
100,未保留原寢,9832019,七宿舍,322,
100,保留原寢,9832038,七宿舍,322,
100,保留原寢,9711111,七宿舍,324,
100,保留原寢,9712103,七宿舍,324,
100,保留原寢,9714020,七宿舍,324,
100,未保留原寢,9821104,七宿舍,324,
100,保留原寢,9733022,七宿舍,328,
100,保留原寢,9733029,七宿舍,328,
100,未保留原寢,9733032,七宿舍,328,
100,保留原寢,9733056,七宿舍,328,
100,未保留原寢,9712094,七宿舍,331,
100,保留原寢,9817131,七宿舍,331,
100,未保留原寢,9817154,七宿舍,331,
100,保留原寢,9817250,七宿舍,331,
100,保留原寢,9721004,八宿舍,103,
100,保留原寢,9721024,八宿舍,103,
100,保留原寢,9721036,八宿舍,103,
100,保留原寢,9721041,八宿舍,103,
100,保留原寢,9714033,八宿舍,105,
100,未保留原寢,9714056,八宿舍,105,
100,保留原寢,9714066,八宿舍,105,
100,未保留原寢,9714079,八宿舍,105,
100,保留原寢,9712048,八宿舍,106,
100,保留原寢,9712049,八宿舍,106,
100,保留原寢,9712052,八宿舍,106,
100,未保留原寢,9712062,八宿舍,106,
100,保留原寢,9721005,八宿舍,110,
100,保留原寢,9721012,八宿舍,110,
100,保留原寢,9721114,八宿舍,110,
100,保留原寢,9721122,八宿舍,110,
100,保留原寢,9728013,八宿舍,112,
100,保留原寢,9728030,八宿舍,112,
100,保留原寢,9728037,八宿舍,112,
100,保留原寢,9728041,八宿舍,112,
100,未保留原寢,9710017,八宿舍,113,
100,保留原寢,9714101,八宿舍,113,
100,保留原寢,9717021,八宿舍,113,
100,未保留原寢,9917013,八宿舍,113,
100,未保留原寢,9823018,八宿舍,117,
100,保留原寢,9823041,八宿舍,117,
100,未保留原寢,9823087,八宿舍,117,
100,未保留原寢,9728015,八宿舍,118,
100,未保留原寢,9728021,八宿舍,118,
100,保留原寢,9728044,八宿舍,118,
100,保留原寢,9728047,八宿舍,118,
100,保留原寢,9818010,八宿舍,121,
100,未保留原寢,9818030,八宿舍,121,
100,保留原寢,9818032,八宿舍,121,
100,保留原寢,9818036,八宿舍,121,
100,保留原寢,9823024,八宿舍,124,
100,保留原寢,9823047,八宿舍,124,
100,保留原寢,9823055,八宿舍,124,
100,保留原寢,9823137,八宿舍,124,
100,保留原寢,9721008,八宿舍,129,
100,保留原寢,9721021,八宿舍,129,
100,保留原寢,9721102,八宿舍,129,
100,保留原寢,9721133,八宿舍,129,
100,保留原寢,9818008,八宿舍,135,
100,保留原寢,9818016,八宿舍,135,
100,保留原寢,9818021,八宿舍,135,
100,保留原寢,9818024,八宿舍,135,
100,保留原寢,9818023,八宿舍,136,
100,未保留原寢,9818025,八宿舍,136,
100,保留原寢,9818038,八宿舍,136,
100,保留原寢,9818044,八宿舍,136,
100,保留原寢,9711004,八宿舍,137,
100,保留原寢,9711028,八宿舍,137,
100,保留原寢,9711039,八宿舍,137,
100,未保留原寢,9711087,八宿舍,137,
100,未保留原寢,9732002,八宿舍,202,
100,保留原寢,9733007,八宿舍,202,
100,保留原寢,9733034,八宿舍,202,
100,未保留原寢,9923116,八宿舍,202,
100,保留原寢,9718001,八宿舍,207,
100,保留原寢,9718015,八宿舍,207,
100,未保留原寢,9718044,八宿舍,207,
100,保留原寢,9733050,八宿舍,207,
100,保留原寢,9714005,八宿舍,208,
100,保留原寢,9717052,八宿舍,208,
100,保留原寢,9717056,八宿舍,208,
100,保留原寢,9733047,八宿舍,208,
100,保留原寢,9823036,八宿舍,209,
100,保留原寢,9823076,八宿舍,209,
100,保留原寢,9823148,八宿舍,209,
100,保留原寢,9823184,八宿舍,209,
100,保留原寢,9712001,八宿舍,212,
100,保留原寢,9712028,八宿舍,212,
100,保留原寢,9725003,八宿舍,212,
100,未保留原寢,9753010,八宿舍,212,
100,保留原寢,9823010,八宿舍,213,
100,保留原寢,9823040,八宿舍,213,
100,未保留原寢,9823128,八宿舍,213,
100,保留原寢,9823132,八宿舍,213,
100,保留原寢,9533037,八宿舍,217,
100,未保留原寢,9731036,八宿舍,217,
100,保留原寢,9733017,八宿舍,217,
100,保留原寢,9711017,八宿舍,218,
100,保留原寢,9711036,八宿舍,218,
100,保留原寢,9711090,八宿舍,218,
100,未保留原寢,9716095,八宿舍,218,
100,保留原寢,9711070,八宿舍,221,
100,保留原寢,9711074,八宿舍,221,
100,未保留原寢,9711092,八宿舍,221,
100,保留原寢,9717123,八宿舍,221,
100,未保留原寢,9732051,八宿舍,224,
100,保留原寢,9733018,八宿舍,224,
100,保留原寢,9733021,八宿舍,224,
100,保留原寢,9733057,八宿舍,224,
100,保留原寢,9833019,八宿舍,226,
100,保留原寢,9833022,八宿舍,226,
100,保留原寢,9833027,八宿舍,226,
100,保留原寢,9833052,八宿舍,226,
100,保留原寢,9712104,八宿舍,228,
100,未保留原寢,9714107,八宿舍,228,
100,保留原寢,9721107,八宿舍,228,
100,未保留原寢,9733049,八宿舍,228,
100,保留原寢,9810011,八宿舍,232,
100,未保留原寢,9814044,八宿舍,232,
100,保留原寢,9817008,八宿舍,232,
100,未保留原寢,9817059,八宿舍,232,
100,保留原寢,9712012,八宿舍,238,
100,未保留原寢,9712021,八宿舍,238,
100,未保留原寢,9712027,八宿舍,238,
100,保留原寢,9712042,八宿舍,238,
100,保留原寢,9714019,八宿舍,241,
100,保留原寢,9714031,八宿舍,241,
100,保留原寢,9714049,八宿舍,241,
100,保留原寢,9714077,八宿舍,241,
100,未保留原寢,9717264,八宿舍,301,
100,保留原寢,9817016,八宿舍,301,
100,保留原寢,9817153,八宿舍,301,
100,保留原寢,9817171,八宿舍,301,
100,保留原寢,9711019,八宿舍,302,
100,保留原寢,9711021,八宿舍,302,
100,保留原寢,9711080,八宿舍,302,
100,未保留原寢,9714086,八宿舍,302,
100,保留原寢,9832031,八宿舍,306,
100,保留原寢,9832033,八宿舍,306,
100,保留原寢,9832037,八宿舍,306,
100,保留原寢,9832048,八宿舍,306,
100,保留原寢,9712030,八宿舍,310,
100,保留原寢,9731001,八宿舍,310,
100,保留原寢,9731004,八宿舍,310,
100,未保留原寢,9731029,八宿舍,310,
100,保留原寢,9823061,八宿舍,313,
100,保留原寢,9823078,八宿舍,313,
100,保留原寢,9823121,八宿舍,313,
100,保留原寢,9823142,八宿舍,313,
100,保留原寢,9814029,八宿舍,317,
100,保留原寢,9814033,八宿舍,317,
100,保留原寢,9814048,八宿舍,317,
100,未保留原寢,9814077,八宿舍,317,
100,未保留原寢,9712085,八宿舍,319,
100,保留原寢,9817009,八宿舍,319,
100,保留原寢,9817073,八宿舍,319,
100,保留原寢,9817086,八宿舍,319,
100,保留原寢,9713030,八宿舍,328,
100,保留原寢,9713035,八宿舍,328,
100,保留原寢,9713060,八宿舍,328,
100,保留原寢,9713061,八宿舍,328,
100,保留原寢,9714042,八宿舍,329,
100,未保留原寢,9714071,八宿舍,329,
100,未保留原寢,9714075,八宿舍,329,
100,保留原寢,9714092,八宿舍,329,
100,保留原寢,9814022,八宿舍,332,
100,保留原寢,9814053,八宿舍,332,
100,未保留原寢,9814074,八宿舍,332,
100,未保留原寢,9814090,八宿舍,332,
100,保留原寢,9721016,八宿舍,334,
100,保留原寢,9721018,八宿舍,334,
100,保留原寢,9721108,八宿舍,334,
100,保留原寢,9721129,八宿舍,334,
100,保留原寢,9714095,八宿舍,338,
100,保留原寢,9814007,八宿舍,338,
100,保留原寢,9814052,八宿舍,338,
100,保留原寢,9814086,八宿舍,338,
100,未保留原寢,9722007,八宿舍,401,
100,保留原寢,9823038,八宿舍,401,
100,保留原寢,9823064,八宿舍,401,
100,保留原寢,9823122,八宿舍,401,
100,保留原寢,9708012,八宿舍,402,
100,保留原寢,9708013,八宿舍,402,
100,未保留原寢,9708017,八宿舍,402,
100,保留原寢,9708018,八宿舍,402,
100,未保留原寢,9712106,八宿舍,403,
100,保留原寢,9713026,八宿舍,403,
100,保留原寢,9713102,八宿舍,403,
100,未保留原寢,9914062,八宿舍,403,
100,保留原寢,9831009,八宿舍,408,
100,保留原寢,9831016,八宿舍,408,
100,保留原寢,9831033,八宿舍,408,
100,保留原寢,9831050,八宿舍,408,
100,未保留原寢,9716017,八宿舍,409,
100,保留原寢,9716077,八宿舍,409,
100,保留原寢,9717144,八宿舍,409,
100,保留原寢,9717170,八宿舍,409,
100,保留原寢,9823027,八宿舍,416,
100,保留原寢,9823029,八宿舍,416,
100,保留原寢,9823140,八宿舍,416,
100,保留原寢,9823144,八宿舍,416,
100,未保留原寢,9717072,八宿舍,417,
100,保留原寢,9823001,八宿舍,417,
100,保留原寢,9823007,八宿舍,417,
100,保留原寢,9823066,八宿舍,417,
100,保留原寢,9832021,八宿舍,420,
100,保留原寢,9832022,八宿舍,420,
100,保留原寢,9832028,八宿舍,420,
100,保留原寢,9832039,八宿舍,420,
100,保留原寢,9817050,八宿舍,422,
100,保留原寢,9817157,八宿舍,422,
100,保留原寢,9817161,八宿舍,422,
100,保留原寢,9833032,八宿舍,422,
100,未保留原寢,9716107,八宿舍,423,
100,保留原寢,9823005,八宿舍,423,
100,未保留原寢,9823051,八宿舍,423,
100,保留原寢,9823131,八宿舍,423,
100,未保留原寢,9728059,八宿舍,427,
100,保留原寢,9828010,八宿舍,427,
100,保留原寢,9828015,八宿舍,427,
100,保留原寢,9828020,八宿舍,427,
100,保留原寢,9713016,八宿舍,432,
100,未保留原寢,9713021,八宿舍,432,
100,保留原寢,9713089,八宿舍,432,
100,未保留原寢,9708004,八宿舍,433,
100,保留原寢,9817037,八宿舍,433,
100,保留原寢,9817141,八宿舍,433,
100,保留原寢,9716101,八宿舍,436,
100,保留原寢,9753008,八宿舍,436,
100,未保留原寢,9816034,八宿舍,436,
100,未保留原寢,9853029,八宿舍,436,
100,未保留原寢,9825004,九宿舍,105,
100,未保留原寢,9825029,九宿舍,105,
100,保留原寢,9825031,九宿舍,105,
100,保留原寢,9825042,九宿舍,105,
100,未保留原寢,9614089,九宿舍,106,
100,保留原寢,9717047,九宿舍,106,
100,保留原寢,9717143,九宿舍,106,
100,保留原寢,9717183,九宿舍,106,
100,保留原寢,9722010,九宿舍,109,
100,未保留原寢,9722019,九宿舍,109,
100,未保留原寢,9722029,九宿舍,109,
100,保留原寢,9722036,九宿舍,109,
100,未保留原寢,9717008,九宿舍,110,
100,保留原寢,9717037,九宿舍,110,
100,未保留原寢,9717042,九宿舍,110,
100,保留原寢,9717141,九宿舍,110,
100,未保留原寢,9716002,九宿舍,113,
100,保留原寢,9716022,九宿舍,113,
100,未保留原寢,9716040,九宿舍,113,
100,保留原寢,9716085,九宿舍,113,
100,保留原寢,9716004,九宿舍,114,
100,未保留原寢,9716007,九宿舍,114,
100,未保留原寢,9716043,九宿舍,114,
100,保留原寢,9716069,九宿舍,114,
100,未保留原寢,9718043,九宿舍,117,
100,未保留原寢,9721131,九宿舍,117,
100,保留原寢,9817207,九宿舍,117,
100,保留原寢,9823195,九宿舍,117,
100,保留原寢,9728029,九宿舍,119,
100,未保留原寢,9728035,九宿舍,119,
100,保留原寢,9728043,九宿舍,119,
100,未保留原寢,9728058,九宿舍,119,
100,保留原寢,9822024,九宿舍,124,
100,保留原寢,9822037,九宿舍,124,
100,保留原寢,9822038,九宿舍,124,
100,保留原寢,9822043,九宿舍,124,
100,保留原寢,9828012,九宿舍,125,
100,未保留原寢,9828022,九宿舍,125,
100,保留原寢,9828050,九宿舍,125,
100,未保留原寢,9828055,九宿舍,125,
100,未保留原寢,9811014,九宿舍,126,
100,未保留原寢,9822001,九宿舍,126,
100,保留原寢,9822029,九宿舍,126,
100,保留原寢,9822054,九宿舍,126,
100,未保留原寢,9712041,九宿舍,127,
100,未保留原寢,9722016,九宿舍,127,
100,保留原寢,9722028,九宿舍,127,
100,保留原寢,9722039,九宿舍,127,
100,保留原寢,9816108,九宿舍,130,
100,保留原寢,9828023,九宿舍,130,
100,保留原寢,9828056,九宿舍,130,
100,保留原寢,9828057,九宿舍,130,
100,保留原寢,9716060,九宿舍,131,
100,未保留原寢,9716079,九宿舍,131,
100,保留原寢,9716087,九宿舍,131,
100,未保留原寢,9754036,九宿舍,131,
100,保留原寢,9822040,九宿舍,133,
100,保留原寢,9822041,九宿舍,133,
100,保留原寢,9822045,九宿舍,133,
100,保留原寢,9822051,九宿舍,133,
100,保留原寢,9712107,九宿舍,201,
100,未保留原寢,9823200,九宿舍,201,
100,未保留原寢,9823205,九宿舍,201,
100,保留原寢,9832025,九宿舍,201,
100,保留原寢,9724008,九宿舍,203,
100,保留原寢,9724013,九宿舍,203,
100,保留原寢,9724017,九宿舍,203,
100,保留原寢,9724032,九宿舍,203,
100,保留原寢,9825009,九宿舍,208,
100,未保留原寢,9825021,九宿舍,208,
100,保留原寢,9825026,九宿舍,208,
100,未保留原寢,9825047,九宿舍,208,
100,未保留原寢,9753037,九宿舍,209,
100,保留原寢,9825016,九宿舍,209,
100,未保留原寢,9825025,九宿舍,209,
100,保留原寢,9825036,九宿舍,209,
100,保留原寢,9718002,九宿舍,210,
100,保留原寢,9718013,九宿舍,210,
100,保留原寢,9718020,九宿舍,210,
100,未保留原寢,9718048,九宿舍,210,
100,未保留原寢,9716016,九宿舍,213,
100,保留原寢,9716068,九宿舍,213,
100,保留原寢,9716098,九宿舍,213,
100,未保留原寢,9722046,九宿舍,213,
100,保留原寢,9816084,九宿舍,214,
100,保留原寢,9817015,九宿舍,214,
100,保留原寢,9817122,九宿舍,214,
100,保留原寢,9817263,九宿舍,214,
100,保留原寢,9817074,九宿舍,215,
100,保留原寢,9817080,九宿舍,215,
100,未保留原寢,9817155,九宿舍,215,
100,保留原寢,9817262,九宿舍,215,
100,保留原寢,9716033,九宿舍,219,
100,保留原寢,9716091,九宿舍,219,
100,未保留原寢,9816019,九宿舍,219,
100,未保留原寢,9816061,九宿舍,219,
