學年度,階段,學號,宿舍,房號,是否確認
99,保留原寢,9612043,八宿舍,327,
99,未保留原寢,9612067,八宿舍,327,
99,保留原寢,9612082,八宿舍,327,
99,保留原寢,9713030,八宿舍,328,
99,保留原寢,9713035,八宿舍,328,
99,保留原寢,9713060,八宿舍,328,
99,未保留原寢,9713061,八宿舍,328,
99,保留原寢,9611006,八宿舍,331,
99,未保留原寢,9611057,八宿舍,331,
99,保留原寢,9611060,八宿舍,331,
99,保留原寢,9611071,八宿舍,331,
99,未保留原寢,9618008,八宿舍,333,
99,保留原寢,9618010,八宿舍,333,
99,未保留原寢,9618014,八宿舍,333,
99,保留原寢,9618022,八宿舍,333,
99,保留原寢,9654014,八宿舍,336,
99,未保留原寢,9654018,八宿舍,336,
99,未保留原寢,9654028,八宿舍,336,
99,保留原寢,9654037,八宿舍,336,
99,保留原寢,9514106,八宿舍,337,
99,保留原寢,9631003,八宿舍,337,
99,保留原寢,9631031,八宿舍,337,
99,保留原寢,9631034,八宿舍,337,
99,保留原寢,9621018,八宿舍,339,
99,未保留原寢,9621020,八宿舍,339,
99,保留原寢,9621021,八宿舍,339,
99,未保留原寢,9621034,八宿舍,339,
99,保留原寢,9643048,八宿舍,340,
99,保留原寢,9708010,八宿舍,340,
99,保留原寢,9743001,八宿舍,340,
99,未保留原寢,9743032,八宿舍,340,
99,保留原寢,9633024,八宿舍,341,
99,保留原寢,9633032,八宿舍,341,
99,保留原寢,9633035,八宿舍,341,
99,未保留原寢,9633047,八宿舍,341,
99,保留原寢,9612022,八宿舍,406,
99,保留原寢,9612024,八宿舍,406,
99,保留原寢,9612058,八宿舍,406,
99,保留原寢,9612084,八宿舍,406,
99,保留原寢,9610001,八宿舍,407,
99,未保留原寢,9610027,八宿舍,407,
99,保留原寢,9610030,八宿舍,407,
99,未保留原寢,9613032,八宿舍,407,
99,未保留原寢,9716077,八宿舍,409,
99,保留原寢,9717111,八宿舍,409,
99,未保留原寢,9717144,八宿舍,409,
99,保留原寢,9717170,八宿舍,409,
99,保留原寢,9613007,八宿舍,410,
99,未保留原寢,9613071,八宿舍,410,
99,保留原寢,9613072,八宿舍,410,
99,保留原寢,9613091,八宿舍,410,
99,保留原寢,9612108,八宿舍,411,
99,未保留原寢,9617014,八宿舍,411,
99,保留原寢,9617090,八宿舍,411,
99,保留原寢,9617106,八宿舍,411,
99,未保留原寢,9616072,八宿舍,413,
99,保留原寢,9633020,八宿舍,413,
99,保留原寢,9633033,八宿舍,413,
99,未保留原寢,9633043,八宿舍,413,
99,保留原寢,9614019,八宿舍,415,
99,保留原寢,9614047,八宿舍,415,
99,保留原寢,9614065,八宿舍,415,
99,保留原寢,9614071,八宿舍,415,
99,保留原寢,9733060,八宿舍,428,
99,保留原寢,9733061,八宿舍,428,
99,保留原寢,9733064,八宿舍,428,
99,保留原寢,9733066,八宿舍,428,
99,保留原寢,9611066,八宿舍,431,
99,保留原寢,9611082,八宿舍,431,
99,保留原寢,9617033,八宿舍,431,
99,保留原寢,9632031,八宿舍,431,
99,保留原寢,9713016,八宿舍,432,
99,保留原寢,9713023,八宿舍,432,
99,保留原寢,9713024,八宿舍,432,
99,保留原寢,9713089,八宿舍,432,
99,未保留原寢,9718007,八宿舍,434,
99,保留原寢,9718022,八宿舍,434,
99,保留原寢,9718026,八宿舍,434,
99,未保留原寢,9718046,八宿舍,434,
99,未保留原寢,9628005,八宿舍,435,
99,保留原寢,9628011,八宿舍,435,
99,保留原寢,9628045,八宿舍,435,
99,未保留原寢,9728059,八宿舍,435,
99,保留原寢,9716083,八宿舍,436,
99,保留原寢,9716101,八宿舍,436,
99,保留原寢,9753008,八宿舍,436,
99,保留原寢,9753010,八宿舍,436,
99,未保留原寢,9617029,八宿舍,438,
99,未保留原寢,9617059,八宿舍,438,
99,保留原寢,9617204,八宿舍,438,
99,保留原寢,9617256,八宿舍,438,
99,保留原寢,9617191,八宿舍,441,
99,保留原寢,9632016,八宿舍,441,
99,未保留原寢,9632039,八宿舍,441,
99,未保留原寢,9821116,八宿舍,441,
99,保留原寢,9717041,九宿舍,106,
99,保留原寢,9717047,九宿舍,106,
99,保留原寢,9717143,九宿舍,106,
99,未保留原寢,9717183,九宿舍,106,
99,保留原寢,9616016,九宿舍,108,
99,保留原寢,9616038,九宿舍,108,
99,保留原寢,9616096,九宿舍,108,
99,保留原寢,9644034,九宿舍,108,
99,保留原寢,9717037,九宿舍,110,
99,保留原寢,9717141,九宿舍,110,
99,未保留原寢,9717174,九宿舍,110,
99,未保留原寢,9717264,九宿舍,110,
99,未保留原寢,9624001,九宿舍,112,
99,保留原寢,9624003,九宿舍,112,
99,保留原寢,9624012,九宿舍,112,
99,保留原寢,9624026,九宿舍,112,
99,保留原寢,9617245,九宿舍,114,
99,未保留原寢,9617250,九宿舍,114,
99,未保留原寢,9617251,九宿舍,114,
99,保留原寢,9617257,九宿舍,114,
99,保留原寢,9617037,九宿舍,115,
99,保留原寢,9617126,九宿舍,115,
99,保留原寢,9617146,九宿舍,115,
99,保留原寢,9617187,九宿舍,115,
99,未保留原寢,9628030,九宿舍,119,
99,保留原寢,9728029,九宿舍,119,
99,保留原寢,9728034,九宿舍,119,
99,保留原寢,9728043,九宿舍,119,
99,保留原寢,9612053,九宿舍,120,
99,保留原寢,9617003,九宿舍,120,
99,保留原寢,9617246,九宿舍,120,
99,保留原寢,9617261,九宿舍,120,
99,保留原寢,9728001,九宿舍,123,
99,保留原寢,9728009,九宿舍,123,
99,保留原寢,9728036,九宿舍,123,
99,保留原寢,9728042,九宿舍,123,
99,保留原寢,9624024,九宿舍,129,
99,保留原寢,9624028,九宿舍,129,
99,保留原寢,9625013,九宿舍,129,
99,未保留原寢,9724028,九宿舍,129,
99,保留原寢,9716060,九宿舍,131,
99,保留原寢,9716082,九宿舍,131,
99,保留原寢,9716087,九宿舍,131,
99,未保留原寢,9754024,九宿舍,131,
99,保留原寢,9622004,九宿舍,132,
99,保留原寢,9622007,九宿舍,132,
99,保留原寢,9622015,九宿舍,132,
99,未保留原寢,9622049,九宿舍,132,
99,保留原寢,9416101,九宿舍,201,
99,保留原寢,9516100,九宿舍,201,
99,未保留原寢,9533037,九宿舍,201,
99,未保留原寢,9613094,九宿舍,201,
99,保留原寢,9616097,九宿舍,202,
99,保留原寢,9616098,九宿舍,202,
99,未保留原寢,9618004,九宿舍,202,
99,未保留原寢,9618017,九宿舍,202,
99,保留原寢,9624035,九宿舍,203,
99,未保留原寢,9724006,九宿舍,203,
99,未保留原寢,9724013,九宿舍,203,
99,保留原寢,9724032,九宿舍,203,
99,保留原寢,9624013,九宿舍,204,
99,保留原寢,9624030,九宿舍,204,
99,保留原寢,9643009,九宿舍,204,
99,未保留原寢,9724017,九宿舍,204,
99,保留原寢,9625014,九宿舍,205,
99,保留原寢,9625031,九宿舍,205,
99,保留原寢,9625040,九宿舍,205,
99,保留原寢,9625054,九宿舍,205,
99,保留原寢,9724001,九宿舍,211,
99,未保留原寢,9724004,九宿舍,211,
99,保留原寢,9724008,九宿舍,211,
99,未保留原寢,9724030,九宿舍,211,
99,保留原寢,9622010,九宿舍,218,
99,保留原寢,9622011,九宿舍,218,
99,保留原寢,9622028,九宿舍,218,
99,保留原寢,9622039,九宿舍,218,
99,保留原寢,9716016,九宿舍,219,
99,保留原寢,9716033,九宿舍,219,
99,保留原寢,9716091,九宿舍,219,
99,保留原寢,9717190,九宿舍,219,
99,保留原寢,9616093,九宿舍,223,
99,保留原寢,9616103,九宿舍,223,
99,保留原寢,9617201,九宿舍,223,
99,未保留原寢,9817094,九宿舍,223,
99,保留原寢,9624004,九宿舍,225,
99,保留原寢,9624005,九宿舍,225,
99,未保留原寢,9624011,九宿舍,225,
99,保留原寢,9624036,九宿舍,225,
99,保留原寢,9617026,九宿舍,226,
99,保留原寢,9617036,九宿舍,226,
99,保留原寢,9617140,九宿舍,226,
99,保留原寢,9617175,九宿舍,226,
99,保留原寢,9612002,九宿舍,227,
99,保留原寢,9612011,九宿舍,227,
99,保留原寢,9612050,九宿舍,227,
99,保留原寢,9612057,九宿舍,227,
99,保留原寢,9724003,九宿舍,231,
99,保留原寢,9724014,九宿舍,231,
99,保留原寢,9724023,九宿舍,231,
99,保留原寢,9724026,九宿舍,231,
99,保留原寢,9725012,九宿舍,301,
99,保留原寢,9725039,九宿舍,301,
99,保留原寢,9725052,九宿舍,301,
99,未保留原寢,9725054,九宿舍,301,
99,保留原寢,9716010,九宿舍,305,
99,保留原寢,9716031,九宿舍,305,
99,保留原寢,9716047,九宿舍,305,
99,未保留原寢,9716056,九宿舍,305,
99,保留原寢,9717001,九宿舍,306,
99,未保留原寢,9717012,九宿舍,306,
99,保留原寢,9717063,九宿舍,306,
99,保留原寢,9717158,九宿舍,306,
99,保留原寢,9618051,九宿舍,307,
99,保留原寢,9625004,九宿舍,307,
99,未保留原寢,9625028,九宿舍,307,
99,未保留原寢,9625039,九宿舍,307,
99,保留原寢,9625002,九宿舍,309,
99,未保留原寢,9625006,九宿舍,309,
99,保留原寢,9625015,九宿舍,309,
99,未保留原寢,9625038,九宿舍,309,
99,保留原寢,9613103,九宿舍,310,
99,未保留原寢,9622030,九宿舍,310,
99,保留原寢,9643015,九宿舍,310,
99,保留原寢,9643051,九宿舍,310,
99,保留原寢,9716004,九宿舍,324,
99,保留原寢,9716043,九宿舍,324,
99,未保留原寢,9716069,九宿舍,324,
99,未保留原寢,9716097,九宿舍,324,
99,保留原寢,9716029,九宿舍,325,
99,保留原寢,9716034,九宿舍,325,
99,保留原寢,9716039,九宿舍,325,
99,未保留原寢,9716066,九宿舍,325,
99,保留原寢,9712005,九宿舍,326,
99,未保留原寢,9712073,九宿舍,326,
99,保留原寢,9712074,九宿舍,326,
99,未保留原寢,9712086,九宿舍,326,
99,未保留原寢,9628032,九宿舍,327,
99,保留原寢,9728002,九宿舍,327,
99,保留原寢,9728023,九宿舍,327,
99,保留原寢,9728032,九宿舍,327,
99,保留原寢,9724005,九宿舍,328,
99,保留原寢,9724009,九宿舍,328,
99,保留原寢,9724021,九宿舍,328,
99,未保留原寢,9724024,九宿舍,328,
99,保留原寢,9616004,九宿舍,332,
99,未保留原寢,9616015,九宿舍,332,
99,保留原寢,9616035,九宿舍,332,
99,保留原寢,9616049,九宿舍,332,
99,未保留原寢,9616120,九宿舍,409,
99,保留原寢,9716027,九宿舍,409,
99,保留原寢,9716055,九宿舍,409,
99,保留原寢,9716092,九宿舍,409,
99,保留原寢,9625001,九宿舍,412,
99,保留原寢,9625017,九宿舍,412,
99,未保留原寢,9625034,九宿舍,412,
99,保留原寢,9625035,九宿舍,412,
99,未保留原寢,9616002,九宿舍,414,
99,保留原寢,9616060,九宿舍,414,
99,未保留原寢,9616064,九宿舍,414,
99,保留原寢,9616086,九宿舍,414,
99,保留原寢,9717016,九宿舍,416,
99,保留原寢,9717058,九宿舍,416,
99,保留原寢,9717133,九宿舍,416,
99,保留原寢,9717244,九宿舍,416,
99,保留原寢,9722006,九宿舍,417,
99,未保留原寢,9722021,九宿舍,417,
99,未保留原寢,9722023,九宿舍,417,
99,保留原寢,9722032,九宿舍,417,
99,未保留原寢,9725008,九宿舍,418,
99,未保留原寢,9725028,九宿舍,418,
99,保留原寢,9725044,九宿舍,418,
99,保留原寢,9725050,九宿舍,418,
99,未保留原寢,9622014,九宿舍,420,
99,保留原寢,9722014,九宿舍,420,
99,保留原寢,9722034,九宿舍,420,
99,保留原寢,9722042,九宿舍,420,
99,未保留原寢,9722009,九宿舍,424,
99,保留原寢,9722015,九宿舍,424,
99,保留原寢,9722017,九宿舍,424,
99,未保留原寢,9822021,九宿舍,424,
99,保留原寢,9617027,九宿舍,425,
99,保留原寢,9617243,九宿舍,425,
99,保留原寢,9617244,九宿舍,425,
99,保留原寢,9617265,九宿舍,425,
99,保留原寢,9722029,九宿舍,426,
99,保留原寢,9722043,九宿舍,426,
99,未保留原寢,9722050,九宿舍,426,
99,保留原寢,9722052,九宿舍,426,
99,未保留原寢,9711006,九宿舍,427,
99,保留原寢,9711037,九宿舍,427,
99,保留原寢,9711054,九宿舍,427,
99,保留原寢,9711079,九宿舍,427,
99,未保留原寢,9631023,九宿舍,429,
99,保留原寢,9731015,九宿舍,429,
99,保留原寢,9731020,九宿舍,429,
99,保留原寢,9731021,九宿舍,429,
99,保留原寢,9712023,九宿舍,432,
99,保留原寢,9712026,九宿舍,432,
99,保留原寢,9712031,九宿舍,432,
99,保留原寢,9712057,九宿舍,432,
99,保留原寢,9758517,十一宿舍,101,
99,保留原寢,9818501,十一宿舍,101,
99,保留原寢,9825507,十一宿舍,101,
99,未保留原寢,9841509,十一宿舍,101,
99,未保留原寢,9834527,十一宿舍,102,
99,保留原寢,9855538,十一宿舍,102,
99,保留原寢,9856521,十一宿舍,102,
99,保留原寢,9890502,十一宿舍,102,
99,未保留原寢,9746517,十一宿舍,103,
99,未保留原寢,9746519,十一宿舍,103,
99,保留原寢,9813581,十一宿舍,103,
99,保留原寢,9838518,十一宿舍,103,
99,保留原寢,9838505,十一宿舍,105,
99,保留原寢,9838525,十一宿舍,105,
99,未保留原寢,9888502,十一宿舍,105,
99,未保留原寢,9888514,十一宿舍,105,
99,保留原寢,9721522,十一宿舍,109,
99,未保留原寢,9759504,十一宿舍,116,
99,保留原寢,9759505,十一宿舍,116,
99,保留原寢,9759507,十一宿舍,116,
99,未保留原寢,9759508,十一宿舍,116,
99,保留原寢,9839801,十一宿舍,201,
99,保留原寢,9733809,十一宿舍,204,
99,未保留原寢,9759503,十一宿舍,205,
99,未保留原寢,9759509,十一宿舍,205,
99,保留原寢,9825504,十一宿舍,205,
99,保留原寢,9825546,十一宿舍,205,
99,保留原寢,9755856,十一宿舍,206,
99,保留原寢,9419802,十一宿舍,207,
99,保留原寢,9739802,十一宿舍,207,
99,保留原寢,9741505,十一宿舍,208,
99,保留原寢,9825526,十一宿舍,208,
99,未保留原寢,9833527,十一宿舍,208,
99,保留原寢,9833555,十一宿舍,208,
99,未保留原寢,9839516,十一宿舍,215,
